Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSH,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RLMAL,RMEL,RMMAL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
9,0.0193549,0.0206972,0.0117288,0.00962232,0.00924359,0.0122522,0.0064191,0.00453079,0.0090439,0.00524027,0.0194633,0.0111927,0.0108497,0.018863,0.0222203,0.00526656,0.0155709,0.0194106,0.02409,0.0406298,0.00739242,0.00536206,0.00621964,0.0180119,0.018479,0.0240475,0.0135201,0.00737136,0.00704535,0.0131728,0.00733711,0.00951742,0.0281425,0.0135859,0.00714713,0.0127235,0.00349127,0.00841562,0.00681058,0.00960773,0.0108252,0.00669307,0.0116215,0.00843136,0.00890515
10,0.019165,0.0202461,0.0100804,0.00869197,0.00984121,0.0126668,0.00626481,0.00492832,0.00968707,0.00507414,0.0181544,0.0123884,0.0105465,0.0178879,0.0229594,0.00538366,0.0144004,0.0179438,0.0220868,0.038816,0.00849221,0.00636261,0.00667579,0.0191251,0.0183364,0.0262578,0.01524,0.00881541,0.00785425,0.014353,0.00919969,0.0109195,0.0290595,0.0135093,0.00726118,0.0132411,0.00561105,0.0099981,0.00643129,0.00920177,0.012192,0.00833004,0.0110983,0.00911446,0.0100084
11,0.0192724,0.0195914,0.00897826,0.00762717,0.0104451,0.0126092,0.00619931,0.00514425,0.0100971,0.00405217,0.0172131,0.0132656,0.0108629,0.0167421,0.0231231,0.00529538,0.0133797,0.0163241,0.0198014,0.037391,0.00902554,0.00671796,0.00642119,0.0199869,0.0183474,0.0272883,0.0162454,0.00987221,0.00798769,0.0148584,0.00976425,0.0117686,0.028857,0.0133487,0.00733589,0.0130066,0.00765152,0.0109629,0.00644305,0.00876518,0.0134008,0.00882492,0.00957359,0.00943961,0.0103461
12,0.0193565,0.0189258,0.00852393,0.00719056,0.0108094,0.0120922,0.00632192,0.004961,0.0102895,0.00253049,0.0165872,0.0136595,0.0117111,0.0158152,0.0226617,0.00506108,0.0125396,0.0149632,0.0174516,0.0364121,0.0091778,0.00671523,0.00605657,0.0205271,0.0185412,0.027141,0.016484,0.0101229,0.0077143,0.0145395,0.00932737,0.0115844,0.027906,0.0128268,0.00747332,0.0117489,0.00871011,0.0109815,0.00690237,0.0089258,0.013698,0.00826484,0.00767235,0.00917407,0.00982895
13,0.0192106,0.0183847,0.00854313,0.00742334,0.0107589,0.011227,0.00630614,0.00439861,0.0102075,0.00196392,0.016254,0.0134261,0.0123158,0.0151957,0.0217174,0.0046961,0.0118318,0.0140491,0.0152981,0.0357525,0.00902933,0.00636479,0.00584323,0.0208097,0.0188353,0.025871,0.0158514,0.00938648,0.00764052,0.0134739,0.00837265,0.0104982,0.0266227,0.0120954,0.00743512,0.00980063,0.0089125,0.0102438,0.00759564,0.00892666,0.0133725,0.00687344,0.0059078,0.00814669,0.00852287
14,0.0189809,0.0180352,0.00883909,0.00796382,0.0102684,0.0102162,0.00583203,0.00366332,0.00986013,0.00227655,0.0162343,0.0125465,0.0121987,0.0147591,0.0204755,0.00422454,0.0112642,0.013406,0.0136168,0.0352,0.00861373,0.00572601,0.00577379,0.0209497,0.0190527,0.023709,0.0144506,0.00796438,0.00792579,0.0120114,0.00710241,0.00902861,0.0251642,0.01149,0.00721262,0.00772122,0.00883983,0.00903338,0.00833524,0.00833201,0.0131906,0.00489142,0.00440968,0.00644898,0.00673849
15,0.018973,0.0178901,0.00932005,0.00860898,0.00942127,0.00930562,0.00491128,0.00312063,0.00931241,0.00258229,0.0165489,0.011118,0.0113971,0.0143526,0.0190535,0.00368483,0.0108731,0.0127924,0.0125193,0.034612,0.00798462,0.00514089,0.00585377,0.0210594,0.019013,0.0210691,0.0127371,0.00642702,0.00821383,0.0105836,0.0055358,0.0076646,0.0236795,0.0112718,0.00717041,0.00601552,0.00887391,0.00755459,0.0091457,0.00739701,0.013515,0.00291789,0.00312746,0.0045231,0.00496573
16,0.0193316,0.0179275,0.00993803,0.0094287,0.00832782,0.00872156,0.00383161,0.00302921,0.00862466,0.00308845,0.0171713,0.00928007,0.0102356,0.0139136,0.0175105,0.00311065,0.0104755,0.0122064,0.0119458,0.0339881,0.00727265,0.00488228,0.00596594,0.0212021,0.0186525,0.0183377,0.0112887,0.00521434,0.00816254,0.00946309,0.00389974,0.00660472,0.0225122,0.0115467,0.00760298,0.00547579,0.00920662,0.00608439,0.010181,0.00656669,0.0142231,0.0031759,0.00212342,0.00295457,0.00362665
17,0.0199854,0.0181106,0.0106251,0.0103817,0.00706937,0.00860515,0.00300511,0.00321119,0.00783196,0.00377201,0.0179901,0.00714207,0.00903197,0.0134892,0.0158995,0.00257931,0.00978582,0.01179,0.0117585,0.0334206,0.00670688,0.00484104,0.0058418,0.0213376,0.0180296,0.015744,0.0104097,0.00442805,0.00770228,0.00867142,0.00307736,0.00579776,0.0219501,0.0123056,0.00850341,0.00671524,0.0101276,0.0050073,0.0115427,0.006276,0.0151764,0.00587142,0.00184142,0.00208851,0.00290677
18,0.0208065,0.0184051,0.0113116,0.0111488,0.00568345,0.0089443,0.00285812,0.00339169,0.00698847,0.00444682,0.0188178,0.00475905,0.00800082,0.0132009,0.014267,0.00216865,0.00889352,0.0116193,0.0117455,0.0329585,0.00656731,0.00493249,0.00541067,0.0213257,0.0172347,0.0132608,0.0100018,0.00397259,0.00699129,0.00808092,0.00405629,0.00512165,0.0218732,0.0133851,0.00967986,0.00906719,0.0119239,0.00470153,0.0130393,0.00682743,0.0165388,0.00898204,0.00242,0.00168243,0.0026493
19,0.0217224,0.0187805,0.0119742,0.0113984,0.00415741,0.00956629,0.00335307,0.00351756,0.00621335,0.00499575,0.0194661,0.00218189,0.00735021,0.0131645,0.0126298,0.00187676,0.00813676,0.0116436,0.0117136,0.0325029,0.00702465,0.00538651,0.00496472,0.0210394,0.0163678,0.0105941,0.00980378,0.00375054,0.00626407,0.00756509,0.00601055,0.00448463,0.0217835,0.0144495,0.0109055,0.0119288,0.0145285,0.00533866,0.0142835,0.0081268,0.0186678,0.0117725,0.00319572,0.00118606,0.00240146
20,0.022709,0.0192163,0.0126002,0.0110439,0.00245526,0.0102286,0.00404932,0.00363464,0.00565981,0.00542389,0.0198308,0.000912398,0.00730415,0.0133226,0.0110073,0.00186301,0.00750434,0.0117427,0.0116572,0.0318584,0.00794546,0.00631355,0.00486146,0.0204742,0.015607,0.00758423,0.00965314,0.00372663,0.00571636,0.00711935,0.0082278,0.00382346,0.0211533,0.0152839,0.0120153,0.0152476,0.0174783,0.00658782,0.0151564,0.00978943,0.0216181,0.0141069,0.00390145,0.000658552,0.00199033
21,0.0237416,0.019694,0.0131042,0.0103084,0.000779819,0.0107465,0.00469664,0.00375397,0.00544963,0.00573226,0.0198321,0.00351688,0.00776096,0.0133574,0.00951543,0.00232132,0.00687383,0.0119346,0.0117889,0.0308267,0.00892645,0.0073663,0.00506721,0.0197497,0.0151191,0.00491995,0.00952724,0.00389054,0.00547011,0.0068493,0.0106192,0.00312656,0.0198056,0.0161926,0.0128819,0.0190014,0.0202933,0.00797256,0.0159731,0.0114641,0.0248989,0.0162511,0.00461517,0.00171094,0.0020314
22,0.0247383,0.0201345,0.0133997,0.00952754,0.00132653,0.011055,0.00522274,0.00389048,0.00554925,0.00589572,0.0194516,0.00615524,0.00827698,0.0127626,0.00826459,0.0031038,0.00669768,0.0124325,0.0122348,0.0293283,0.00956731,0.00805744,0.00526517,0.0190468,0.0148546,0.00434256,0.00944729,0.00425856,0.00555822,0.00683383,0.0132219,0.00244789,0.0180579,0.0178567,0.0134624,0.0227164,0.0226398,0.0091605,0.0170265,0.0129813,0.027712,0.0184731,0.00548844,0.00333043,0.002993
23,0.0256238,0.0204532,0.0134354,0.00900277,0.00253611,0.011151,0.00558591,0.00409274,0.00582529,0.00590924,0.0186691,0.00859696,0.00864426,0.0112225,0.00729018,0.00402789,0.00773858,0.0132989,0.0127804,0.0273487,0.00972425,0.00813119,0.00525493,0.018504,0.0146168,0.0055553,0.00942473,0.00483426,0.0059253,0.00696514,0.015814,0.00203987,0.0165233,0.0202836,0.0137975,0.0254845,0.0242019,0.0098695,0.0181406,0.0143247,0.0294375,0.0205011,0.00655155,0.00481656,0.00428591
24,0.0263358,0.0206022,0.0133085,0.00894944,0.00308052,0.0110703,0.00577565,0.00445162,0.00615644,0.00582097,0.0174276,0.0108384,0.00903605,0.00896086,0.00670756,0.00489447,0.00968811,0.0140186,0.0130141,0.0247675,0.00953904,0.00765733,0.00503673,0.0182045,0.0142242,0.00637914,0.0093938,0.00555141,0.00646973,0.00699522,0.0179213,0.00212632,0.0156015,0.0226364,0.0139558,0.0264167,0.0246541,0.00992042,0.0188644,0.0154881,0.0299015,0.0217168,0.00771841,0.00591774,0.00545033
25,0.0268989,0.0206398,0.0131825,0.00945418,0.00309446,0.0108801,0.00583157,0.00496783,0.0064773,0.00571519,0.015799,0.0128775,0.00963016,0.00662267,0.00685365,0.00544082,0.011325,0.013761,0.0124747,0.021317,0.0092403,0.00693552,0.00469469,0.0181733,0.0135758,0.00626529,0.00929177,0.00630596,0.00708553,0.00680547,0.0191136,0.00239957,0.0152745,0.0241007,0.0140006,0.0251016,0.0239237,0.00938792,0.018977,0.0161299,0.0291888,0.0219443,0.00884448,0.0066392,0.00633935
26,0.0273855,0.0206898,0.0131487,0.0105421,0.00308992,0.0106689,0.00582373,0.00555193,0.00677094,0.00561099,0.0142327,0.0146968,0.0103544,0.00515319,0.00803952,0.0055483,0.0117886,0.0121962,0.0106587,0.0165981,0.00900478,0.006336,0.0043473,0.0183713,0.012538,0.00574048,0.00905654,0.00700201,0.00769154,0.00641447,0.0191144,0.0025818,0.0153744,0.0240519,0.0139312,0.021882,0.0224124,0.00856754,0.0186837,0.0155846,0.0274154,0.0212817,0.00974852,0.00707316,0.00691865
27,0.0278406,0.0208354,0.0131376,0.0121715,0.0029499,0.0105162,0.00581475,0.00610095,0.00703517,0.00544958,0.0138222,0.0162601,0.0109713,0.00575319,0.00982489,0.00540251,0.0111821,0.00989444,0.00743983,0.010445,0.00887816,0.00611679,0.00412018,0.0186921,0.0110233,0.00550248,0.00864198,0.00761379,0.00823343,0.00587976,0.0178149,0.00276831,0.015743,0.0220219,0.0137346,0.0175871,0.0205081,0.00758957,0.0182378,0.01367,0.0246874,0.0192725,0.0102853,0.0072757,0.00719462
28,0.0282286,0.0210525,0.0129921,0.0141657,0.00190279,0.0104642,0.00584469,0.00655832,0.00726276,0.00516531,0.0156576,0.0175277,0.0113118,0.00839864,0.0112797,0.00541444,0.0102527,0.00777765,0.00487002,0.00362244,0.00877158,0.00631051,0.00411859,0.0189864,0.00915127,0.00560862,0.00804322,0.00817137,0.00868671,0.00522703,0.0152961,0.00316097,0.0163635,0.0180647,0.0134293,0.012965,0.0180844,0.00631061,0.0177437,0.0123291,0.0213163,0.0153127,0.0104077,0.00724011,0.00719318
29,0.0284968,0.0212639,0.0125893,0.0162031,0.00260067,0.0104965,0.00592984,0.00689253,0.00744384,0.00474104,0.0192255,0.0184515,0.0114,0.0119079,0.0118319,0.00572153,0.00969498,0.00623907,0.00762017,0.00362004,0.00850796,0.00675353,0.00436391,0.0191153,0.00725473,0.00594468,0.00734129,0.00866284,0.00904422,0.0044563,0.0118846,0.00374988,0.0173225,0.0132155,0.0130352,0.00848358,0.0149048,0.00475395,0.0175006,0.0151219,0.0179546,0.00976386,0.0101554,0.00693067,0.00694449
30,0.0286203,0.0214072,0.0119419,0.0179581,0.00717774,0.0105552,0.00603809,0.00710113,0.00754969,0.00421641,0.0229753,0.0189961,0.0114372,0.0151622,0.0115715,0.00605233,0.00998939,0.00521787,0.0120458,0.00816509,0.00791773,0.00718016,0.00473556,0.0190217,0.00564995,0.00699912,0.00670746,0.00900296,0.00932745,0.00361935,0.00806919,0.00437751,0.0186327,0.0103263,0.0125779,0.0055738,0.011295,0.00330879,0.0181433,0.0211641,0.0154555,0.00529943,0.00966895,0.0063732,0.00653382
31,0.028625,0.0214812,0.011167,0.0192668,0.0125527,0.0105945,0.0061044,0.00721531,0.00756668,0.0036452,0.0258249,0.0191381,0.0116228,0.0171966,0.010858,0.006159,0.0109409,0.0054697,0.0151172,0.0109704,0.00694669,0.0073661,0.0050025,0.01875,0.00443947,0.00901152,0.00633947,0.00906969,0.00954907,0.00283393,0.00458182,0.00488684,0.0201736,0.0129927,0.0121088,0.00808639,0.00852144,0.00242774,0.0197264,0.0273507,0.0146405,0.00912775,0.00913694,0.00568706,0.00609009
32,0.0285587,0.0215376,0.0103883,0.0201718,0.0170534,0.0106106,0.00609132,0.00729992,0.00754142,0.00308217,0.0277085,0.0188698,0.0119939,0.0175478,0.0100033,0.00621968,0.0115431,0.00820511,0.0163634,0.012754,0.00574219,0.00720015,0.00492017,0.0183938,0.00355747,0.011444,0.00636186,0.00883131,0.0097013,0.00222872,0.00344907,0.00517618,0.0218075,0.0191449,0.0117148,0.0140241,0.00859446,0.00219747,0.0212789,0.032319,0.0162214,0.0169475,0.00872889,0.00506349,0.00573521
33,0.0284502,0.021627,0.00968534,0.0208102,0.0194338,0.0106369,0.00603066,0.00743472,0.00758491,0.00261508,0.0290868,0.0182186,0.0124405,0.0164736,0.00930699,0.00662225,0.0110975,0.0122639,0.0162149,0.0142433,0.00471693,0.0066777,0.00433861,0.0180303,0.00290321,0.0137385,0.00672568,0.00839459,0.00978329,0.00190141,0.00552082,0.00522655,0.0234516,0.0258902,0.0114487,0.0206036,0.0114076,0.00233951,0.0220137,0.0361075,0.0202747,0.02541,0.00854815,0.0046909,0.00553981
34,0.0283045,0.0217613,0.00911307,0.0212488,0.0193064,0.0107007,0.00598342,0.00768533,0.00777799,0.00237137,0.0301629,0.0172606,0.0128323,0.0147182,0.00904067,0.00720159,0.00974641,0.0156004,0.015227,0.0155725,0.00443314,0.00588125,0.00327335,0.0176788,0.00237942,0.0156691,0.00721315,0.00791755,0.00981797,0.00197952,0.0080009,0.00512076,0.0250813,0.0321944,0.0112611,0.0266128,0.015103,0.00260705,0.0221527,0.0392315,0.0258784,0.0337573,0.00862413,0.00467538,0.00554034
35,0.0280692,0.0218786,0.00878589,0.0214375,0.0172136,0.010792,0.0059881,0.00805127,0.00807783,0.00245563,0.030491,0.0161265,0.0130138,0.0130447,0.00939394,0.00730556,0.00805248,0.0165869,0.0137948,0.0168274,0.00504319,0.00497793,0.00198402,0.0173519,0.00191874,0.0171839,0.00752446,0.0074704,0.00979696,0.00247672,0.00997526,0.00500868,0.0266433,0.0377121,0.0110403,0.0313125,0.0187471,0.00300009,0.0223704,0.0419776,0.0317985,0.0414361,0.00890762,0.00495135,0.00571567
36,0.027737,0.0219415,0.00875979,0.0213891,0.0142254,0.0108531,0.006015,0.00843753,0.00833371,0.00283448,0.0288999,0.0149364,0.0128303,0.0117858,0.0104246,0.00653558,0.00642614,0.0143867,0.0122818,0.0179975,0.00604279,0.00421555,0.00114592,0.0170285,0.00158538,0.0184081,0.00743708,0.00703762,0.00963505,0.00317224,0.0113668,0.00503538,0.0282035,0.0424228,0.0107086,0.0343765,0.0219525,0.00367579,0.0228628,0.0441188,0.0370289,0.0481697,0.00925828,0.00532941,0.00597818
37,0.0273944,0.0219644,0.00891245,0.0213158,0.0118162,0.0108042,0.0059849,0.0086753,0.00842199,0.0033912,0.024692,0.0136695,0.0122157,0.0112157,0.0120881,0.00574463,0.0051882,0.00942574,0.0112075,0.0182143,0.00701076,0.00385263,0.00161965,0.0167271,0.00160969,0.0194625,0.00684876,0.00657773,0.00925075,0.00383194,0.0123303,0.00521095,0.0298258,0.0464173,0.0102311,0.0359993,0.0245053,0.00471159,0.0233438,0.0452309,0.0410565,0.0539613,0.009457,0.00561804,0.00618076
38,0.0272087,0.0220306,0.00899933,0.0215745,0.0120872,0.0106681,0.00591431,0.00864104,0.0083844,0.00397468,0.0197138,0.012137,0.0111746,0.0117546,0.0139214,0.00767532,0.00508939,0.00449015,0.0111817,0.0168163,0.007839,0.00401429,0.00253453,0.0165644,0.0018169,0.020383,0.00580916,0.0060071,0.00872716,0.00429523,0.0130588,0.00545093,0.0314575,0.0497076,0.00955941,0.03675,0.0262709,0.00605072,0.0236492,0.0451127,0.04389,0.0589521,0.00914488,0.00556882,0.00606513
39,0.0273503,0.0222679,0.00882347,0.022339,0.0144426,0.0106327,0.00598263,0.00829518,0.00841244,0.00449583,0.0175225,0.0101372,0.00978541,0.012932,0.0151638,0.0116682,0.00603482,0.00576706,0.0122746,0.0147239,0.00869861,0.00459214,0.00352462,0.0167136,0.00171221,0.0211345,0.00459115,0.00519865,0.00825615,0.00466307,0.0137208,0.00574549,0.0329957,0.0522572,0.00867174,0.0371743,0.0272113,0.00755446,0.023914,0.0439573,0.0458574,0.0632918,0.00791338,0.00488082,0.00535281
40,0.0277987,0.0227517,0.00841571,0.0233847,0.0159748,0.0109789,0.00647155,0.00765674,0.008787,0.00505002,0.0179761,0.00782945,0.00850319,0.0135298,0.0153199,0.0146474,0.00642799,0.00852355,0.0136957,0.013118,0.00999194,0.00552229,0.0048266,0.0172607,0.00130352,0.0216926,0.0038101,0.00422679,0.00787181,0.00562094,0.0144384,0.00628171,0.0344058,0.0541337,0.00769186,0.0374566,0.0274289,0.00904242,0.0242158,0.0421802,0.0472289,0.0670517,0.00571093,0.00345224,0.00409512
41,0.0282887,0.0234179,0.00803456,0.0242615,0.015629,0.0118242,0.00753668,0.00686267,0.00974729,0.00581718,0.0182291,0.00609308,0.0081238,0.0130649,0.0144744,0.0153219,0.0060724,0.0102834,0.0147688,0.0123173,0.012013,0.00691372,0.00674222,0.0179602,0.00207239,0.0221268,0.00412411,0.00376691,0.00741774,0.0078164,0.0152375,0.00725063,0.0356821,0.055525,0.00702192,0.0374257,0.0271416,0.0102918,0.0242639,0.040064,0.0478932,0.0701149,0.00384106,0.00241657,0.00349345
42,0.0285506,0.0240404,0.00783449,0.0245847,0.0141157,0.0130033,0.00899588,0.00619543,0.0111892,0.00683703,0.017419,0.00591086,0.00861244,0.0122321,0.01362,0.0144476,0.00643712,0.0123311,0.015729,0.0128266,0.014513,0.00879854,0.00931399,0.0183167,0.00404619,0.0226504,0.00527086,0.00442054,0.006696,0.0107304,0.0160292,0.00847692,0.0367658,0.0565712,0.00703015,0.0368488,0.0265484,0.0111579,0.023626,0.0375843,0.0474057,0.0721969,0.00488555,0.00410849,0.00500565
43,0.0284579,0.0243782,0.00767408,0.0243314,0.0126135,0.0142888,0.0104153,0.00606021,0.0126525,0.00812224,0.0160239,0.00697716,0.00914403,0.0119878,0.0143667,0.0137551,0.00791237,0.0146751,0.0171151,0.0144512,0.016775,0.0110106,0.0122292,0.0180371,0.00604127,0.0234581,0.00678706,0.00547387,0.00568909,0.0132253,0.0166685,0.00949927,0.0375582,0.0573065,0.00760097,0.0356237,0.0257174,0.011614,0.0222662,0.0346405,0.0454555,0.0730647,0.0068891,0.00649667,0.00711958
44,0.0279882,0.02437,0.00730472,0.0238583,0.0120492,0.0155776,0.0113554,0.0067725,0.0137221,0.00965387,0.0146678,0.00850655,0.00921649,0.0128162,0.0169372,0.0143804,0.00978919,0.0165309,0.0188966,0.0161793,0.0180866,0.0132046,0.0148904,0.0172489,0.00748299,0.024535,0.00870019,0.00618446,0.00476774,0.0145746,0.0171043,0.00990676,0.0380458,0.0577248,0.00839981,0.0338807,0.0246726,0.0118554,0.0205877,0.0314477,0.0423459,0.072823,0.0078701,0.00821672,0.00845834
45,0.0272132,0.0240832,0.00665947,0.0235286,0.0121841,0.0167715,0.0116663,0.00809092,0.0143866,0.0109606,0.0138966,0.0101425,0.00882852,0.0142338,0.0196846,0.0156853,0.0109715,0.0174546,0.0203411,0.0174126,0.0182349,0.0149179,0.0167222,0.0163641,0.00831837,0.0256093,0.0110153,0.00655231,0.00457524,0.0149184,0.0174202,0.00957544,0.038301,0.0578498,0.0091808,0.0318979,0.0233903,0.0120817,0.0190033,0.0285127,0.0388779,0.0719219,0.00780969,0.00925371,0.00874619
46,0.0263282,0.0236362,0.00589477,0.0233655,0.0121449,0.0175611,0.0114935,0.00924922,0.0147055,0.0113042,0.0138867,0.0117856,0.00841228,0.0150527,0.0211234,0.0162306,0.0105781,0.0173758,0.0206976,0.0179893,0.0175722,0.0156389,0.0174341,0.0157412,0.00871211,0.0263841,0.0132167,0.00699757,0.00508956,0.0148895,0.0177808,0.00878228,0.0384446,0.0577662,0.00975491,0.0299633,0.0218387,0.0123172,0.017677,0.0262661,0.0358296,0.0709126,0.00739146,0.00990917,0.00841554
47,0.0255823,0.0231561,0.00530051,0.0231446,0.0116929,0.0175175,0.0109517,0.00951399,0.0144438,0.0104448,0.014398,0.0133625,0.00850051,0.0146108,0.0209445,0.0154687,0.0091734,0.016534,0.0199416,0.0178779,0.0167455,0.015103,0.017093,0.015483,0.00870041,0.0267912,0.0144316,0.0076856,0.00542074,0.0148759,0.0182897,0.0080747,0.038593,0.0575999,0.00990596,0.028266,0.0201491,0.012399,0.0165501,0.02483,0.0335831,0.0701154,0.00727159,0.0101083,0.00798665
48,0.0251659,0.0227615,0.00514136,0.022725,0.0111311,0.016439,0.00995759,0.00867352,0.0134013,0.00891798,0.0151079,0.0147549,0.00926829,0.0131778,0.0197679,0.0138786,0.00806918,0.0153866,0.0187086,0.017085,0.0165268,0.0137102,0.0160149,0.015496,0.00833224,0.0270694,0.0140326,0.00827654,0.00484877,0.0149079,0.0189489,0.00793235,0.0388586,0.0574742,0.00952064,0.0268745,0.018611,0.0122233,0.0154574,0.0240573,0.0320527,0.0695183,0.00767258,0.00963295,0.00762483
