Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSH,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RLMAL,RMEL,RMMAL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
9,0.0219651,0.0233112,0.0185853,0.00807946,0.0131947,0.0142839,0.0056558,0.00820952,0.00640285,0.00664446,0.0335486,0.00810709,0.0111083,0.0216251,0.0165637,0.0099078,0.0153348,0.017022,0.0192259,0.0517386,0.00600238,0.00716247,0.00665668,0.019939,0.0177949,0.029572,0.00798709,0.00808452,0.00404807,0.015115,0.0143129,0.0100985,0.0257118,0.0117215,0.00837904,0.0197949,0.0111244,0.0123082,0.00800821,0.0165837,0.0179895,0.0156875,0.0130531,0.00637159,0.00774847
10,0.0218877,0.0227069,0.0173104,0.00817049,0.0151938,0.014291,0.00550255,0.00771654,0.00720353,0.0058419,0.0325285,0.00742555,0.0104729,0.0206424,0.0155098,0.00956506,0.0135651,0.0149299,0.0175276,0.0486973,0.00520296,0.00594328,0.00557944,0.0191895,0.0174316,0.0318419,0.00771581,0.00717148,0.00466782,0.0143368,0.0155944,0.00951584,0.0269793,0.012672,0.00777482,0.0181085,0.010739,0.0122032,0.0077369,0.0155575,0.0171238,0.0145151,0.0110477,0.00624796,0.00742257
11,0.0221848,0.0221342,0.0163334,0.00742867,0.0166939,0.0138987,0.00573982,0.00693417,0.00760358,0.00522934,0.0323232,0.00653581,0.0103055,0.0201398,0.0143116,0.00898016,0.012212,0.0138983,0.0171823,0.0469082,0.0047041,0.00427474,0.00449027,0.0185666,0.0166548,0.0325368,0.0066972,0.00582805,0.00509009,0.0129395,0.0154587,0.00841533,0.0273941,0.0135707,0.00732603,0.016131,0.0111992,0.0121708,0.00760227,0.0139647,0.0163577,0.0121535,0.00878665,0.00553825,0.00635594
12,0.0226623,0.0219282,0.0156728,0.00641671,0.0176729,0.0132679,0.00587997,0.00603294,0.00764649,0.00474208,0.0328036,0.00546953,0.0104716,0.0204518,0.0131276,0.00806653,0.0115998,0.0143902,0.0179044,0.0464391,0.0048081,0.00347075,0.00447881,0.0182395,0.015729,0.0312985,0.00542092,0.0042855,0.00558966,0.0113375,0.013744,0.00743193,0.0268326,0.0144306,0.00781806,0.0136551,0.0116409,0.0114173,0.00792851,0.0123285,0.0157922,0.0109049,0.00700414,0.00458832,0.00502361
13,0.0230891,0.0220992,0.0153295,0.00551725,0.0183227,0.0125773,0.00554807,0.00506747,0.0075364,0.00460918,0.0337575,0.00456611,0.0103807,0.0215217,0.0123045,0.00701109,0.0113466,0.0156195,0.0192061,0.0470579,0.00543191,0.00423849,0.00553167,0.0182211,0.015291,0.0285982,0.00458061,0.0033966,0.00621114,0.00997424,0.0113198,0.00704507,0.0262243,0.0156513,0.00966776,0.0109479,0.0116309,0.00980716,0.00856033,0.0108601,0.0152793,0.0135341,0.00567925,0.00488359,0.00384975
14,0.0233965,0.0223941,0.0153281,0.00490149,0.0186798,0.0119421,0.00503291,0.00388112,0.00745738,0.00507662,0.0349143,0.00427072,0.00956237,0.0228554,0.0121816,0.0061552,0.0109977,0.016973,0.0206967,0.0484977,0.00625548,0.00542779,0.00656569,0.0184467,0.0156438,0.0250491,0.00438735,0.00393924,0.00679696,0.00904209,0.00982255,0.00723435,0.025795,0.0174655,0.0123079,0.00875073,0.0113817,0.00770611,0.00927019,0.00978295,0.0149666,0.019219,0.00443458,0.00634037,0.00300869
15,0.0236643,0.0225428,0.015637,0.00489332,0.0185528,0.0114016,0.0049465,0.0024896,0.00742542,0.0058043,0.0360003,0.00480678,0.00830956,0.0239542,0.0128413,0.00574701,0.0104041,0.018527,0.0222303,0.050449,0.00702194,0.00616336,0.00692929,0.0188419,0.0165863,0.0211275,0.00435003,0.00519879,0.00727974,0.00844415,0.0111331,0.00769899,0.0243044,0.0201126,0.0144744,0.00786948,0.0114374,0.00556203,0.0101081,0.00973493,0.0154182,0.0259967,0.00301838,0.00714682,0.00220939
16,0.0240228,0.0224644,0.0160641,0.00601274,0.0177133,0.0109567,0.00526768,0.00161336,0.00727904,0.00638818,0.036838,0.00607227,0.00766257,0.0247286,0.0139318,0.00574117,0.0102468,0.020475,0.023692,0.052364,0.0076372,0.00639097,0.00655019,0.019296,0.0177085,0.017564,0.00404811,0.00640888,0.00763179,0.008017,0.0154173,0.00811277,0.0203957,0.0242389,0.0154819,0.00863093,0.0121576,0.00403158,0.0112515,0.0105494,0.016882,0.0325033,0.00158825,0.00642193,0.000990478
17,0.024618,0.0222843,0.0162868,0.00807485,0.0161398,0.0105874,0.00545431,0.00214969,0.00682958,0.00671266,0.0372936,0.00792459,0.00813096,0.0253594,0.0147389,0.00584643,0.0117915,0.0226946,0.0248161,0.0533319,0.00807872,0.00639619,0.00563301,0.0197089,0.0186413,0.0157496,0.00348236,0.00727556,0.00780866,0.00770129,0.0211816,0.00821509,0.0144492,0.0296179,0.0156555,0.0106473,0.0136269,0.00467991,0.0125446,0.011033,0.0187756,0.036986,0.00170121,0.00461428,0.0015477
18,0.0255839,0.0222386,0.0160546,0.0101819,0.014302,0.0102587,0.00528642,0.00292102,0.00606958,0.00675936,0.0371236,0.0102312,0.00925767,0.025881,0.0145838,0.00587905,0.0146743,0.0246928,0.0253332,0.0522771,0.00826645,0.00629994,0.00440855,0.0200608,0.0191709,0.0164662,0.00287077,0.0076843,0.00785398,0.00744933,0.0265752,0.00789165,0.00944275,0.034236,0.0157483,0.0129776,0.0154814,0.00705411,0.0133516,0.0105699,0.0204457,0.0376973,0.00368954,0.00353937,0.0038917
19,0.0269567,0.0225605,0.0153835,0.0115434,0.0134435,0.00996714,0.00495162,0.00325558,0.00520371,0.00651312,0.0359503,0.012715,0.0106101,0.0259934,0.013369,0.0061167,0.0171876,0.0257473,0.0251026,0.0484973,0.00813727,0.00614492,0.00313489,0.0203969,0.0192605,0.0178467,0.00243583,0.00766723,0.00795623,0.00707409,0.0298087,0.00721807,0.00847048,0.0359819,0.0162043,0.0142686,0.0167877,0.0092133,0.0133024,0.00995415,0.0214939,0.034779,0.00597599,0.00426113,0.00581709
20,0.0285898,0.0233631,0.0145092,0.0119249,0.0147883,0.00978325,0.00471956,0.0031647,0.00449664,0.00603408,0.0333388,0.0149456,0.0118566,0.0252265,0.0119226,0.00704974,0.0179687,0.0251364,0.0240818,0.0421508,0.00779701,0.00621815,0.00223716,0.0206795,0.0189974,0.0172634,0.00227076,0.00742005,0.00830841,0.00634297,0.0299015,0.00641555,0.00868009,0.0344606,0.016956,0.0132659,0.0167243,0.0101916,0.0129623,0.0101568,0.0211516,0.0307462,0.00778615,0.00491364,0.00660829
21,0.0301313,0.0245244,0.0136272,0.0117264,0.0176112,0.00978495,0.0046975,0.00286436,0.00417294,0.00547298,0.0289436,0.0165491,0.0126734,0.0232823,0.0115046,0.00855456,0.016436,0.0224492,0.0224577,0.0342656,0.00746799,0.00675363,0.00206993,0.0206914,0.018484,0.0143979,0.00231453,0.00719415,0.0088774,0.00521582,0.0272029,0.0057666,0.00878103,0.0309266,0.0176318,0.00949082,0.0151988,0.00998379,0.0126783,0.010565,0.018433,0.0276427,0.0084461,0.00456413,0.00612835
22,0.0310231,0.0257163,0.0128408,0.0116797,0.0198887,0.0099212,0.00481816,0.00259071,0.00430676,0.00492782,0.0228817,0.0175122,0.0128764,0.0203302,0.0120535,0.00982938,0.013352,0.0180243,0.0206308,0.0261938,0.00734413,0.00754875,0.00234318,0.0201183,0.0176645,0.0130989,0.00255918,0.00716483,0.00942069,0.0039703,0.0229522,0.00549857,0.0117542,0.0267581,0.0178686,0.00357368,0.0128413,0.00930277,0.0115043,0.0115874,0.0131513,0.0252292,0.00773773,0.0033894,0.00481741
23,0.0307174,0.0265972,0.012249,0.0122707,0.0200545,0.00998631,0.00492446,0.00262221,0.00468661,0.00433565,0.0163089,0.018193,0.0124822,0.0168493,0.0120149,0.00983529,0.0112086,0.0132145,0.0184181,0.0189341,0.00728954,0.0081819,0.00267665,0.0188254,0.0163499,0.0167704,0.00313601,0.00735374,0.00971909,0.00307495,0.0183287,0.0054737,0.016789,0.0221895,0.0175495,0.00481776,0.0107364,0.00882622,0.0099151,0.0164802,0.00664163,0.0225246,0.00616754,0.00195337,0.0034396
24,0.0291216,0.0269507,0.0120133,0.0133571,0.0175798,0.00980906,0.00486326,0.00326964,0.00499944,0.00360746,0.0117318,0.0190759,0.0115905,0.013118,0.0106003,0.00786062,0.0110616,0.00968543,0.015031,0.0129334,0.00683442,0.00829599,0.00296845,0.0170699,0.0145036,0.0215375,0.00415603,0.007653,0.00976533,0.00275103,0.0140897,0.00534997,0.0212858,0.0167563,0.0167795,0.012697,0.0100474,0.00839549,0.0119583,0.0253635,0.00646947,0.0176831,0.0047248,0.00103828,0.0027706
25,0.0267336,0.0267516,0.0123301,0.0144305,0.0130541,0.00939038,0.00456082,0.00441003,0.00515231,0.00311948,0.0113927,0.0204315,0.0103554,0.00926873,0.00860461,0.0042946,0.0110994,0.00812437,0.0106884,0.00833817,0.00571367,0.00786542,0.003378,0.0153882,0.0124505,0.024556,0.00565701,0.00794018,0.00977313,0.00271151,0.0115158,0.00514465,0.0248419,0.0137302,0.015812,0.0204439,0.0112514,0.0075748,0.0175983,0.0352097,0.0144252,0.0125343,0.00424978,0.00174759,0.00309261
26,0.0242483,0.0261715,0.013255,0.0151784,0.00804795,0.0088548,0.00406521,0.00558074,0.00542815,0.00371153,0.0139584,0.0221049,0.00936976,0.00591667,0.00698379,0.00132523,0.0121862,0.00819151,0.00705465,0.0051716,0.00438236,0.0073915,0.00426729,0.0142958,0.0106237,0.0263219,0.00752227,0.00816123,0.00996897,0.00279011,0.0128504,0.00530519,0.0286755,0.0220944,0.0149591,0.0275598,0.0139933,0.00699084,0.0231635,0.0436514,0.0233821,0.0223105,0.00489842,0.00334926,0.004055
27,0.0221529,0.0254602,0.0145061,0.0157242,0.00468243,0.00827558,0.0035409,0.00641883,0.00616796,0.00517997,0.0178783,0.0235869,0.00948644,0.00372602,0.00582121,0.00253046,0.0153115,0.00865055,0.00535431,0.00420901,0.00386792,0.00740987,0.00554073,0.0141058,0.0092245,0.0284752,0.0093288,0.00833171,0.0103832,0.00317363,0.0175441,0.00598896,0.033786,0.0375727,0.014468,0.033942,0.0177902,0.00824035,0.0271033,0.0497466,0.0323116,0.0422274,0.00634069,0.00515358,0.00532716
28,0.0207263,0.0248485,0.0155582,0.0164347,0.00374632,0.00761793,0.00324475,0.00686987,0.00724712,0.00677887,0.0227897,0.0243292,0.0104556,0.0025582,0.00556464,0.00340621,0.0177521,0.0080757,0.00520178,0.00592299,0.00430659,0.00784167,0.00670582,0.0147929,0.00823604,0.0322675,0.0105531,0.00849782,0.010867,0.0037729,0.0230869,0.00681242,0.0402138,0.0538912,0.0143706,0.0394573,0.0219389,0.0113801,0.0293445,0.0535355,0.040976,0.0631266,0.00806308,0.00662748,0.00659635
29,0.0199412,0.0244363,0.0160045,0.0174496,0.00392333,0.00687034,0.00337368,0.00713883,0.00821664,0.00817622,0.0274074,0.0239789,0.0115412,0.00314176,0.00749961,0.00480426,0.0174787,0.00620756,0.00613242,0.00882834,0.00484119,0.00830618,0.00746484,0.0160172,0.00766032,0.0377519,0.0109106,0.00864308,0.0112394,0.00414797,0.0281717,0.00749181,0.0473382,0.0682593,0.0144907,0.0438697,0.0256977,0.0153556,0.0302667,0.0554435,0.0490875,0.0815326,0.00959844,0.00742817,0.00754086
30,0.0195726,0.0242129,0.0156931,0.0185257,0.00393376,0.00617961,0.00389986,0.00749991,0.00870776,0.00924042,0.0287096,0.0223533,0.012544,0.00472346,0.0114396,0.00674965,0.0147575,0.00422811,0.00741198,0.0118359,0.00508333,0.0086041,0.00780655,0.0173116,0.00743383,0.0438775,0.0105611,0.00863924,0.0113831,0.00404472,0.0325,0.00811705,0.0543094,0.0795497,0.0146067,0.0469108,0.0285956,0.0195232,0.0302783,0.0558529,0.0558981,0.0962395,0.0106413,0.00756235,0.0079708
31,0.0195947,0.0241502,0.0146777,0.0193034,0.00308704,0.00583435,0.00468314,0.00807429,0.00853514,0.00986058,0.0242041,0.0193265,0.0132642,0.00626034,0.0153246,0.00771084,0.0110226,0.00451613,0.00826321,0.0130428,0.00508486,0.00863716,0.00775943,0.0183913,0.00729024,0.0491892,0.0100217,0.00828166,0.0112453,0.0039345,0.0360282,0.00894711,0.0602602,0.0875079,0.0146174,0.04842,0.0304755,0.0234739,0.0297777,0.0550474,0.0603759,0.107157,0.0108828,0.0072358,0.00790211
32,0.0202401,0.0243067,0.0131226,0.0196129,0.00737465,0.00607849,0.00545372,0.0087062,0.00777951,0.0099125,0.0158615,0.0149885,0.0134295,0.00818371,0.0171045,0.00803061,0.00774229,0.0056278,0.00848488,0.0118972,0.00533448,0.00835054,0.00717666,0.0192083,0.00686944,0.0525405,0.00980018,0.00740983,0.0108087,0.00502775,0.0385435,0.0101531,0.064499,0.0923122,0.0145823,0.0484116,0.0312688,0.026781,0.0291889,0.0533303,0.0619224,0.11446,0.00999268,0.00669916,0.00756114
33,0.0215505,0.0247814,0.0112415,0.019507,0.013565,0.00679729,0.00576823,0.00896647,0.00694766,0.00929953,0.0113083,0.0102412,0.0131493,0.0094912,0.0162292,0.00848542,0.00592399,0.00506778,0.00834817,0.0108546,0.00711157,0.0079395,0.00596444,0.0198137,0.00606051,0.0535938,0.00989977,0.00610599,0.00999447,0.00762713,0.0397483,0.0117195,0.0667091,0.0943167,0.0146742,0.047105,0.0308949,0.0290488,0.0288273,0.051043,0.0608766,0.118256,0.00830799,0.00646545,0.00744151
34,0.0230203,0.0255111,0.009333,0.0191947,0.0169457,0.00769994,0.00538416,0.00841753,0.00665385,0.00809881,0.0125623,0.00755227,0.0129491,0.00883874,0.0137133,0.00790036,0.00608867,0.0033782,0.00836151,0.0109106,0.010751,0.007881,0.00513508,0.0201165,0.00536546,0.0529863,0.00996963,0.0050128,0.00862288,0.0109595,0.0396468,0.0134251,0.067084,0.0940287,0.015005,0.0448997,0.0293911,0.0300725,0.0285592,0.0482951,0.0581684,0.118777,0.00764463,0.00729433,0.00814009
35,0.0238863,0.0261547,0.00777536,0.0189128,0.016409,0.00875535,0.00469799,0.00704153,0.00692539,0.00684352,0.0127315,0.00843333,0.0132719,0.00730109,0.0113494,0.00588158,0.00788174,0.00390423,0.00922454,0.0104172,0.0146674,0.00844877,0.00686769,0.0197817,0.00539526,0.0518736,0.00995693,0.00511383,0.00662412,0.0141604,0.0386751,0.0147607,0.0661884,0.0921876,0.0153309,0.0422501,0.0270154,0.0298524,0.0278033,0.0448498,0.0545132,0.11658,0.00888003,0.00879813,0.00947702
36,0.0237464,0.0262399,0.00686548,0.0185807,0.0136611,0.010146,0.0044909,0.00556636,0.00819138,0.00647033,0.0117838,0.010062,0.014034,0.00690991,0.0110353,0.00404281,0.00995752,0.00677049,0.011074,0.0101429,0.0171025,0.00940774,0.010179,0.0186659,0.00566171,0.0512349,0.0102627,0.00631647,0.00442553,0.0165528,0.0375155,0.0151382,0.0647212,0.0897401,0.0150984,0.039491,0.0242276,0.0286589,0.0261081,0.040624,0.0502111,0.112618,0.0100086,0.00956034,0.0104463
37,0.0228499,0.0255305,0.00681614,0.0178385,0.0115619,0.0117863,0.00498926,0.00526726,0.0107316,0.00693325,0.0116538,0.0109238,0.014737,0.00688698,0.0129311,0.00416942,0.0113002,0.00985491,0.0130049,0.0109071,0.0173732,0.0102907,0.0130502,0.0171899,0.00569779,0.0514282,0.0112393,0.00787925,0.00352614,0.0178883,0.0367696,0.0144193,0.0632587,0.0875869,0.0141203,0.0366729,0.0214713,0.0270033,0.023676,0.0362661,0.0457296,0.108121,0.00990935,0.00886943,0.0103664
38,0.0218247,0.0242816,0.00762101,0.016571,0.0119373,0.0129815,0.00584657,0.00587166,0.0129793,0.00706537,0.0121274,0.011075,0.0149399,0.00664977,0.0153259,0.00584049,0.0117851,0.011989,0.0141719,0.0111161,0.0161078,0.0106157,0.0145372,0.0160544,0.00601291,0.0522521,0.0125889,0.00940806,0.00474849,0.0183678,0.0367229,0.0131482,0.0621251,0.086194,0.0128958,0.0337167,0.0189976,0.0254646,0.0212996,0.0329582,0.0419239,0.104225,0.0091924,0.00739703,0.009487
39,0.0211886,0.0230084,0.00897417,0.015107,0.0133742,0.012905,0.00654485,0.00583773,0.0135865,0.00651533,0.0127243,0.0107983,0.0148258,0.00659393,0.0168168,0.00709413,0.0115196,0.0123657,0.0142678,0.00953653,0.0145417,0.0102259,0.0144124,0.0156875,0.00665101,0.0533646,0.0135532,0.0106381,0.00623374,0.0183761,0.0373466,0.0122171,0.0614784,0.085502,0.0119532,0.0307221,0.0168959,0.0244774,0.0197519,0.0314098,0.0393588,0.101504,0.00897426,0.00649992,0.00857297
40,0.0210599,0.0221098,0.0106924,0.0139748,0.014055,0.0113544,0.00645575,0.00480026,0.0126492,0.00602615,0.0135968,0.0104437,0.0150473,0.006032,0.0169495,0.0068132,0.0106882,0.0110782,0.0133629,0.0062455,0.0134219,0.00945127,0.012914,0.0159486,0.00689011,0.0546345,0.0135558,0.011394,0.00697184,0.018232,0.0384555,0.0122823,0.0614264,0.085169,0.0113,0.0281282,0.0152432,0.0242631,0.0191151,0.0311917,0.0378643,0.0997608,0.00963365,0.00655042,0.00805109
41,0.021187,0.0216429,0.0125654,0.0135492,0.0139128,0.00896051,0.00547134,0.00388238,0.0110965,0.00618787,0.0148776,0.0102446,0.015894,0.00452502,0.0162344,0.00527238,0.00973983,0.00896182,0.0118059,0.00321481,0.0125237,0.00867182,0.0106327,0.0163819,0.00643296,0.0561024,0.0124936,0.0115326,0.00684948,0.0180478,0.0398252,0.0133141,0.0619129,0.0848242,0.0105179,0.0264306,0.0141008,0.0247713,0.0188872,0.0313264,0.0369504,0.0982928,0.0105377,0.00694618,0.00785937
42,0.021314,0.0213665,0.0141377,0.0137175,0.013615,0.00672957,0.00435481,0.0043591,0.0097934,0.00680465,0.0161395,0.0100424,0.0171405,0.0027639,0.0155254,0.00340174,0.00885564,0.00681962,0.0100862,0.00639633,0.0111486,0.00788436,0.00826146,0.0166299,0.00542258,0.0577524,0.0106972,0.0108959,0.00621997,0.0176866,0.0412305,0.0145891,0.0625931,0.0841509,0.00934546,0.0257873,0.01343,0.0256689,0.0186544,0.0312509,0.0362986,0.0963681,0.0108874,0.00724341,0.00779685
43,0.0214087,0.0209724,0.0150753,0.0141717,0.0133093,0.00531337,0.00412933,0.00534586,0.00907485,0.00766993,0.0165641,0.00957925,0.0183613,0.00216277,0.0148477,0.0019454,0.0080351,0.00504341,0.00873569,0.0123122,0.00906808,0.00691188,0.00619119,0.0165752,0.00414811,0.0594048,0.00871872,0.00950262,0.0056779,0.0169317,0.0424708,0.0152759,0.0630117,0.0828931,0.00810704,0.0259711,0.0130297,0.0264912,0.0184555,0.0310871,0.035767,0.0935024,0.0103125,0.00703555,0.00756314
44,0.0215527,0.0203119,0.0153621,0.0148976,0.0124562,0.00466755,0.00468231,0.00585277,0.0088041,0.00874944,0.0165591,0.00897023,0.0191573,0.00264566,0.0134061,0.00151934,0.00783771,0.00448975,0.00822292,0.0186126,0.00697061,0.00574663,0.00447893,0.0162959,0.00323092,0.0607881,0.00704175,0.00766347,0.00563112,0.015744,0.0434133,0.0150743,0.0629321,0.0809393,0.00719005,0.0265009,0.012541,0.0268948,0.0187143,0.0312856,0.0352346,0.0894966,0.00888521,0.00606776,0.00690278
45,0.0217995,0.0194589,0.0151514,0.0159995,0.0101409,0.00448354,0.00514745,0.00577565,0.00866123,0.00986048,0.0186791,0.00861916,0.0194538,0.00294835,0.0109383,0.00243771,0.00887891,0.0062253,0.00834464,0.0238342,0.00588109,0.00478786,0.00341938,0.0160381,0.0033532,0.061638,0.00584302,0.00580079,0.00593639,0.0143251,0.0439523,0.0142841,0.0623905,0.0783401,0.00668351,0.0267539,0.0116367,0.0268049,0.0197491,0.0320463,0.034684,0.0843749,0.00695395,0.00458278,0.0057706
46,0.0221972,0.018648,0.0145882,0.0173204,0.00611387,0.00464363,0.00514923,0.00534508,0.00839248,0.0106534,0.0233834,0.00884734,0.0195976,0.00282085,0.00829058,0.00470289,0.0106938,0.00873842,0.00835058,0.0260296,0.00604072,0.00475056,0.00376454,0.0161233,0.00420072,0.0616887,0.00500179,0.00422478,0.00627829,0.0129869,0.0438689,0.0133357,0.0614069,0.0750989,0.00669439,0.02615,0.0103648,0.0263258,0.021219,0.0330077,0.0343558,0.0782662,0.00507078,0.00322246,0.0042728
47,0.0228132,0.018123,0.0138073,0.0183802,0.00425579,0.00508729,0.00478702,0.00477733,0.00792195,0.0108372,0.0275446,0.00967089,0.0200679,0.00219414,0.00695982,0.00783313,0.0123353,0.0106666,0.00795972,0.0243042,0.00680786,0.00549924,0.00497726,0.0167241,0.00543042,0.0605676,0.00432507,0.00310553,0.00657308,0.0120194,0.0427498,0.0123602,0.0596967,0.0709127,0.00735471,0.0244879,0.00924506,0.0254747,0.0222676,0.0334011,0.0345057,0.0712163,0.00398445,0.00240306,0.00261986
48,0.0236438,0.0179843,0.013002,0.0186483,0.00725906,0.00565669,0.00437753,0.00420932,0.00736713,0.0103876,0.0290734,0.0108353,0.0209945,0.00338588,0.00810554,0.0108454,0.0132459,0.0120016,0.00715657,0.0202905,0.00752813,0.00613859,0.00601593,0.0176949,0.00692817,0.057765,0.00373611,0.00254937,0.00687062,0.0116031,0.0400968,0.0112286,0.0567113,0.0651802,0.00854329,0.0221749,0.00857115,0.0239751,0.022359,0.0324453,0.0348119,0.0630379,0.00411308,0.00181712,0.00127087
