Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSH,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RLMAL,RMEL,RMMAL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
29,0.0303403,0.0209348,0.0182527,0.013592,0.0167327,0.0051114,0.00120603,0.00713276,0.00375291,0.00804269,0.0192818,0.0191103,0.00393925,0.0053387,0.00331941,0.0070079,0.00601689,0.00770384,0.00514421,0.0107988,0.00818884,0.00171511,0.0039182,0.0203753,0.00771313,0.0151582,0.00653,0.0100868,0.00553481,0.00735029,0.0232621,0.00622898,0.0132063,0.0253496,0.0112659,0.0187323,0.0140824,0.00572168,0.011612,0.0130763,0.0215885,0.0223281,0.0116967,0.00768772,0.00878311
30,0.0304545,0.0206747,0.0183688,0.0139107,0.0166401,0.00473951,0.00126368,0.00757184,0.00382475,0.00832343,0.0214116,0.0208528,0.00435855,0.0084459,0.00406405,0.00555787,0.0058285,0.00800819,0.0081725,0.0112451,0.00841515,0.00212503,0.00431686,0.0206389,0.00719999,0.0153811,0.00632342,0.010859,0.00614368,0.00804145,0.0229549,0.00654441,0.0126928,0.0252573,0.0108422,0.0195389,0.0143476,0.00546336,0.011786,0.0133798,0.0215831,0.022722,0.0126907,0.00851433,0.00966031
31,0.0304236,0.0203379,0.0186245,0.0144801,0.0166671,0.00443414,0.00126285,0.00790721,0.00392203,0.00849479,0.0235469,0.022542,0.00482706,0.0116123,0.00599538,0.00413368,0.00560509,0.00934157,0.0121127,0.0118086,0.00884142,0.00262516,0.00477686,0.020988,0.00672705,0.0146946,0.00605185,0.0115065,0.00667725,0.00857201,0.0220066,0.0068837,0.0123371,0.0243638,0.010186,0.0194492,0.0142704,0.0050956,0.0114268,0.0132771,0.0208996,0.0223625,0.0134967,0.00919559,0.0103703
32,0.030315,0.0199358,0.0189756,0.0152503,0.017081,0.00421879,0.00120507,0.00809923,0.00404807,0.00856063,0.0254481,0.0240454,0.00524178,0.014875,0.00775178,0.00273684,0.00542892,0.0116351,0.0161584,0.0123164,0.00945847,0.00314518,0.00526173,0.0213828,0.00627884,0.01331,0.00575449,0.0119926,0.00705892,0.008877,0.0205852,0.00720911,0.012152,0.0226976,0.00930631,0.0185368,0.0138982,0.00481814,0.0105853,0.0125293,0.0196016,0.0213267,0.0140671,0.00969121,0.0109035
33,0.0302086,0.019493,0.0193343,0.016146,0.0178854,0.00407581,0.00118075,0.00812334,0.00420721,0.00856597,0.0268858,0.025243,0.00556489,0.0179801,0.00879069,0.00145434,0.00540629,0.0145748,0.0196289,0.012434,0.0101846,0.00364725,0.00572459,0.0217926,0.00584859,0.0113829,0.00548922,0.012301,0.00727198,0.00896161,0.0189381,0.00752108,0.0121254,0.0205304,0.00838992,0.0170188,0.0132766,0.00477065,0.00958577,0.0109308,0.0178225,0.0197641,0.0144128,0.0099515,0.0112368
34,0.0301391,0.0190545,0.0195896,0.0170799,0.0187505,0.00398567,0.00128029,0.00797645,0.00437919,0.00855,0.0278006,0.0260334,0.00579639,0.0203519,0.00912403,0.000611772,0.0057476,0.0178265,0.0220402,0.0121613,0.0108973,0.00410554,0.00611008,0.0221986,0.00545812,0.00895346,0.00530691,0.0124201,0.00734228,0.00887858,0.0172617,0.00779841,0.012269,0.0183594,0.00766385,0.0150775,0.0123653,0.00489398,0.00872201,0.00863156,0.0156457,0.0177499,0.0145595,0.00997773,0.0113616
35,0.0300698,0.018654,0.0196467,0.0179355,0.0191864,0.00396237,0.00141166,0.00768327,0.00453247,0.00851194,0.028316,0.0263357,0.0059498,0.0213558,0.00908941,0.000892097,0.00653069,0.0209575,0.0231015,0.012089,0.011466,0.00448774,0.00634622,0.022561,0.00515982,0.00621457,0.00523488,0.0123521,0.00726111,0.0086862,0.0156732,0.0079902,0.0125622,0.0165233,0.0071893,0.0127646,0.0111025,0.00498903,0.00814329,0.00682983,0.0130715,0.0152852,0.0145321,0.00983289,0.0113133
36,0.0299464,0.0182962,0.0194681,0.0185599,0.0189245,0.00403524,0.00141438,0.00730123,0.00466631,0.00843088,0.0285088,0.0261123,0.00604857,0.0206814,0.00909169,0.001365,0.00727828,0.023345,0.0227304,0.0128507,0.0117902,0.00476897,0.00636565,0.0227718,0.00501456,0.00366225,0.00528598,0.0121327,0.00697423,0.00844102,0.0142159,0.00806203,0.0128958,0.0148725,0.00685817,0.0100685,0.00952919,0.00481967,0.00790366,0.00775086,0.010176,0.0126249,0.0143752,0.00961742,0.0111778
37,0.0297491,0.0179654,0.0190782,0.018792,0.0183101,0.00418967,0.00127627,0.00692818,0.00480022,0.00831235,0.0281242,0.0253963,0.00609649,0.0185436,0.00927356,0.00151715,0.00736302,0.0242075,0.0211787,0.0141776,0.0118473,0.0049554,0.00614949,0.0227025,0.00504623,0.00181202,0.00544082,0.0118167,0.00648014,0.00821307,0.0128322,0.00803649,0.0131658,0.0129767,0.00655543,0.00724696,0.00786113,0.00420705,0.00814454,0.0110129,0.00745286,0.0101327,0.014172,0.00944188,0.0110573
38,0.0294706,0.017648,0.0185136,0.0185304,0.0182568,0.00433595,0.0011196,0.00668309,0.00491664,0.00818089,0.0270432,0.0242722,0.00602872,0.0156599,0.00940781,0.00249107,0.00668768,0.0228535,0.0190607,0.015245,0.0117202,0.00507433,0.00574339,0.0223547,0.00517337,0.00106174,0.00558771,0.0114358,0.00595173,0.00806595,0.0113811,0.00798461,0.0134103,0.0106007,0.00630999,0.00579999,0.00657342,0.00321086,0.00919193,0.0148003,0.00634211,0.00748826,0.0140144,0.0093816,0.0110053
39,0.0291353,0.0174297,0.0177283,0.0178338,0.0193388,0.00436403,0.00100016,0.00665269,0.00496232,0.00805581,0.0257597,0.0227969,0.00574047,0.0131536,0.00950451,0.00503342,0.00586448,0.0192707,0.0171242,0.0159361,0.0115319,0.0051957,0.005241,0.0218633,0.00520088,0.00223446,0.00553338,0.0109656,0.00571603,0.00796705,0.00966882,0.00799219,0.0138367,0.00798589,0.00627674,0.00761985,0.0062992,0.00221257,0.0109592,0.0183172,0.00804258,0.00462944,0.0138708,0.00940231,0.0109689
40,0.02878,0.0174659,0.0166295,0.0169333,0.0210116,0.00430185,0.000855665,0.00682453,0.00491529,0.00786919,0.0246969,0.0208375,0.00517744,0.0120376,0.0101545,0.00787773,0.00570131,0.0146889,0.0158923,0.0166224,0.0113663,0.00533647,0.00467636,0.0214144,0.00496586,0.00424068,0.0050977,0.0102854,0.0059847,0.00768246,0.00775611,0.00806264,0.0146055,0.00664791,0.00657332,0.0110744,0.007445,0.00226317,0.0128774,0.0213441,0.0114494,0.00539969,0.0134733,0.00928121,0.0107343
41,0.0285052,0.0178865,0.0151985,0.0161679,0.0222969,0.00437365,0.000760287,0.00708097,0.00487741,0.00749648,0.0238884,0.0180502,0.00462749,0.011828,0.0112495,0.0100654,0.00614267,0.0112145,0.0153807,0.0169001,0.0112572,0.00543782,0.00397284,0.0211027,0.00448775,0.00637247,0.0042517,0.00925526,0.00659374,0.00686771,0.00600745,0.00818,0.015763,0.00864454,0.00702394,0.0146298,0.00968746,0.00348607,0.0145613,0.0238632,0.0155909,0.0106569,0.01241,0.00868304,0.0100063
42,0.028409,0.0185949,0.013631,0.0158064,0.0224655,0.00482145,0.00104465,0.00727505,0.00508109,0.00687158,0.0235221,0.0142045,0.00495024,0.0112271,0.0117482,0.0112912,0.00655376,0.010127,0.0152019,0.0160594,0.0113431,0.00547688,0.00306938,0.0208848,0.00405844,0.00830147,0.00319285,0.00786929,0.00718925,0.00538922,0.00507915,0.00846749,0.0172526,0.013086,0.00735634,0.0182412,0.0124358,0.0050052,0.0159785,0.0259783,0.0201757,0.0172622,0.0104754,0.00737927,0.00859592
43,0.0284881,0.0192479,0.012311,0.0158403,0.0213949,0.00566705,0.00185937,0.00727715,0.00575116,0.00608801,0.0234584,0.00967877,0.00637613,0.0100114,0.0112175,0.0115928,0.00709184,0.0109607,0.015121,0.0144994,0.0119829,0.00562413,0.00238852,0.0205637,0.00421485,0.0100165,0.00232799,0.00633362,0.00753288,0.00386152,0.00530321,0.00911338,0.019041,0.0183545,0.00771954,0.0221981,0.0151851,0.00642019,0.0171135,0.0277683,0.0248519,0.024313,0.00803261,0.00552854,0.00667207
44,0.028615,0.0195402,0.0115461,0.0159932,0.0195972,0.00674528,0.00311979,0.00693319,0.00694033,0.00531394,0.023092,0.00563022,0.00786998,0.00902961,0.0104927,0.0112355,0.00814481,0.0130317,0.0153793,0.013133,0.0134322,0.00612989,0.00321704,0.019957,0.00501299,0.0116282,0.00210896,0.00493091,0.00756022,0.00396993,0.0061002,0.0100182,0.0210133,0.0235694,0.00820942,0.0262003,0.01759,0.00748243,0.0179022,0.0292287,0.0290631,0.0310347,0.00595743,0.0038364,0.00491501
45,0.0286524,0.0195196,0.0112405,0.0160392,0.0178542,0.00784125,0.00467081,0.00607597,0.00852175,0.00477661,0.0223207,0.00362373,0.00863601,0.00909645,0.01077,0.0108764,0.00946727,0.0157141,0.0163462,0.0123167,0.0152723,0.00714856,0.0054661,0.0190629,0.00580098,0.013172,0.00255908,0.00381694,0.00723506,0.00557872,0.00684578,0.0108406,0.0229369,0.0283191,0.00841795,0.0292725,0.0194353,0.00805942,0.0183624,0.0303471,0.0323493,0.0366835,0.00487793,0.0033,0.00430033
46,0.0284723,0.0194061,0.0110767,0.0159156,0.0166249,0.00881564,0.00622309,0.00462933,0.0102539,0.00485868,0.0215979,0.00347255,0.00852301,0.0102149,0.0122861,0.0111113,0.0108603,0.0184207,0.0181204,0.0120124,0.0165597,0.00872967,0.00825193,0.0181039,0.00623747,0.0145424,0.00338974,0.00289532,0.00646145,0.00701724,0.00736577,0.0113284,0.0245349,0.0324684,0.00855204,0.0306114,0.0206213,0.0081522,0.0187001,0.0311263,0.0346045,0.0409024,0.00452818,0.00382563,0.00471551
47,0.0280265,0.0192833,0.0109251,0.0155501,0.0158095,0.00966457,0.00743561,0.00275861,0.0117968,0.00578074,0.0211903,0.00330856,0.00768699,0.0117424,0.0142907,0.0118297,0.0120435,0.0207461,0.0203514,0.012,0.0164873,0.0108374,0.011115,0.0173758,0.00653399,0.0156049,0.00457463,0.00194719,0.00523489,0.00773341,0.00773194,0.0114278,0.0256256,0.0358365,0.00921489,0.0303933,0.0211882,0.00791111,0.0191977,0.0315019,0.0359838,0.0437819,0.00458444,0.00469499,0.00513104
48,0.0273887,0.0190454,0.0108896,0.0148982,0.015071,0.0104521,0.00815556,0.00119207,0.0129082,0.00695919,0.0209753,0.00289635,0.00648785,0.0129212,0.01574,0.0123647,0.0125349,0.0221938,0.0221146,0.0119595,0.0149366,0.0131343,0.0137396,0.0170765,0.00686165,0.0163073,0.0062924,0.00104067,0.00395096,0.0079039,0.00805584,0.0112351,0.0262039,0.038125,0.0101131,0.0294889,0.0212839,0.00759043,0.0199414,0.0313424,0.0366845,0.0456019,0.00494828,0.00564299,0.00516248
