Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0251535,0.012007,0.0155442,0.0130849,0.0264349,0.0112238,0.0113444,0.0131244,0.0111418,0.0140947,0.0125782,0.0208018,0.0237529,0.02349,0.0127499,0.0161799,0.0187213,0.0191989,0.0184156,0.0175365,0.0141179,0.0124783,0.0123275,0.0184911,0.0111264,0.0116195,0.00817272,0.0122252,0.0186637,0.0524932,0.0118369,0.0155672,0.0162954,0.0153684,0.0143868,0.018728,0.0189794,0.0192055,0.0162216,0.0162312,0.0156545
0,0.0250885,0.0112377,0.0212786,0.0172193,0.0176243,0.0112468,0.0138413,0.0092266,0.0179294,0.0183991,0.0127891,0.0243033,0.0233581,0.0239969,0.00161838,0.0149993,0.0117174,0.0272638,0.0230174,0.0203458,0.0208021,0.0119602,0.0131598,0.0225219,0.012219,0.00572805,0.00445503,0.00879986,0.0134629,0.0586501,0.0082132,0.0167052,0.0156703,0.0191808,0.00563143,0.0143285,0.00211315,0.00831442,0.0102759,0.00713514,0.00821547
1,0.0233206,0.0108652,0.0193848,0.0142585,0.014989,0.00873422,0.0150466,0.0108561,0.0177097,0.0192183,0.0119669,0.0260938,0.025324,0.0248085,0.00403118,0.0176934,0.0143844,0.0182712,0.0231168,0.0206237,0.0209164,0.0106409,0.0136144,0.0230429,0.00897821,0.00507341,0.00344425,0.00523786,0.0145678,0.0693533,0.00526151,0.0127272,0.0133163,0.0195107,0.00543545,0.0171652,0.0125609,0.0227138,0.011027,0.00860998,0.00860285
2,0.0222307,0.0109222,0.0177466,0.0106816,0.0166474,0.00881394,0.0158266,0.0127586,0.0171625,0.0199634,0.0126053,0.0268836,0.0264541,0.0254726,0.00682309,0.0190022,0.0155098,0.0125744,0.0225595,0.0201584,0.0203467,0.00967511,0.0146993,0.023702,0.00646345,0.0069683,0.00538019,0.00354441,0.0163959,0.0692156,0.00471615,0.0139704,0.00959108,0.0153557,0.00761883,0.0201212,0.0210564,0.0259508,0.0117735,0.0102674,0.00993917
3,0.0218796,0.0112021,0.0165231,0.00711843,0.0188291,0.00962375,0.0156373,0.0137583,0.0159322,0.0203489,0.0141521,0.0264489,0.0265649,0.025456,0.00829628,0.0188066,0.0147704,0.0098833,0.0210217,0.0187731,0.0186628,0.00897249,0.0159196,0.0232498,0.00512856,0.00897331,0.0078229,0.00344382,0.0180031,0.0629785,0.00678626,0.017943,0.0108228,0.00999222,0.00906378,0.0209737,0.0276125,0.0194291,0.0118984,0.0110016,0.0108034
4,0.022209,0.0115585,0.0157827,0.00475322,0.0205386,0.00966088,0.0138952,0.0133925,0.0137214,0.0201355,0.0156711,0.0256854,0.0266383,0.0254937,0.00842837,0.0170009,0.0122856,0.00933811,0.0181926,0.0162345,0.0154288,0.00846086,0.017321,0.0225023,0.00483578,0.0102428,0.00947977,0.00362571,0.0191393,0.0588087,0.00909479,0.0207345,0.0153997,0.00992346,0.00845576,0.0206061,0.0322331,0.00940465,0.0108882,0.0101585,0.0102774
5,0.0227597,0.0118881,0.0154029,0.0045303,0.0215631,0.00847319,0.010314,0.0117414,0.0103242,0.0191883,0.0164835,0.025377,0.027393,0.0261158,0.00751321,0.0139179,0.00890835,0.0101154,0.0140656,0.0123855,0.0105236,0.00828185,0.0191478,0.0217328,0.00440195,0.0101675,0.00964061,0.00295334,0.0193208,0.059259,0.0107987,0.0201877,0.017234,0.0129082,0.00686683,0.0203367,0.0338192,0.00773947,0.00835164,0.00759519,0.00761948
6,0.0226485,0.0121354,0.0151151,0.00577211,0.0216411,0.00648047,0.00542374,0.0097878,0.00623023,0.0178215,0.016489,0.0255653,0.0287363,0.027117,0.00635022,0.0108442,0.00659297,0.0124977,0.00933628,0.00766503,0.00501967,0.00874581,0.0209715,0.020553,0.00343983,0.00830753,0.00808903,0.00104702,0.0179081,0.0603703,0.0121535,0.0168551,0.0159932,0.0140634,0.0079444,0.0202886,0.0321051,0.0114264,0.00520239,0.00501957,0.00330296
7,0.0212864,0.0122205,0.0146111,0.00703412,0.0207011,0.00518979,0.00103732,0.00920004,0.00448865,0.0168515,0.0160371,0.0257581,0.0300039,0.027836,0.00600935,0.00941177,0.0072873,0.0161127,0.00560252,0.00367127,0.00476409,0.00976727,0.0215832,0.0194844,0.00402471,0.0045931,0.00537215,0.00364629,0.0150363,0.0598565,0.0136785,0.0131978,0.0141501,0.0132724,0.0126214,0.021006,0.0291025,0.0122382,0.00621109,0.00687728,0.00447964
8,0.0191843,0.0121336,0.0137906,0.00764147,0.0191787,0.00608933,0.0036958,0.0102909,0.00725306,0.0166953,0.0156892,0.0255363,0.0304586,0.0277491,0.00649837,0.00943013,0.00914563,0.0195239,0.00523714,0.00397944,0.00895949,0.0106214,0.0201488,0.0200287,0.00682591,0.00124922,0.0032954,0.00857871,0.0122961,0.0581945,0.0153041,0.011287,0.0135568,0.0121742,0.0177386,0.0236165,0.0276963,0.0121695,0.0103824,0.0104034,0.00889422
9,0.0176465,0.0121364,0.0128673,0.00786735,0.0178186,0.00778867,0.00583615,0.0115543,0.00985931,0.0167902,0.0158852,0.0249138,0.0297862,0.0268588,0.00703096,0.00970512,0.0103068,0.0212653,0.00701488,0.00639194,0.0116232,0.010707,0.0173169,0.0223097,0.00969821,0.0066491,0.00419991,0.0130687,0.0115517,0.0562891,0.0165725,0.0111962,0.0149003,0.0126007,0.0210977,0.0271256,0.0286768,0.0134615,0.0131835,0.0120317,0.0111812
10,0.0174697,0.0125901,0.0121602,0.00797081,0.0171583,0.00860617,0.00660719,0.0119228,0.0107792,0.0165528,0.0163913,0.0243289,0.0283607,0.0256505,0.00773698,0.0101165,0.010632,0.0204998,0.0082192,0.00843782,0.0122061,0.0100924,0.0146974,0.0249668,0.0114379,0.0108721,0.00561489,0.0155189,0.0120911,0.0545295,0.017268,0.0126768,0.017888,0.01442,0.0221417,0.0293736,0.0310555,0.0156746,0.0134237,0.0112032,0.0111961
11,0.0184131,0.013547,0.0118844,0.00787941,0.0172108,0.0079743,0.0066157,0.0113751,0.0103566,0.0161763,0.016394,0.0241387,0.0268649,0.0245868,0.00957559,0.0108538,0.0104919,0.0172623,0.00822087,0.0100288,0.0114302,0.00930829,0.0134386,0.0270314,0.0116843,0.0121436,0.0059337,0.0152356,0.0120415,0.052761,0.0173395,0.015089,0.0208658,0.0158233,0.0214477,0.0297492,0.0334999,0.0175728,0.0116424,0.00881373,0.00991917
12,0.0197078,0.0146508,0.0121047,0.00805954,0.0177444,0.00614947,0.00637981,0.0105306,0.00940688,0.016254,0.0153271,0.0241906,0.0256558,0.0237287,0.0127383,0.0117399,0.0103076,0.0126301,0.00766205,0.011084,0.01022,0.00891755,0.0136205,0.0281352,0.0107232,0.0108345,0.005598,0.0128763,0.011146,0.0508148,0.0167468,0.0170605,0.0224512,0.0159098,0.0199315,0.0294333,0.0349057,0.0185199,0.00915662,0.00603546,0.00836174
13,0.0205913,0.0154501,0.0126262,0.00905156,0.0185705,0.00390257,0.00584907,0.00992927,0.00846526,0.0169388,0.0132366,0.0240372,0.02461,0.0228825,0.0160288,0.0126211,0.0105116,0.00899675,0.0078539,0.0113956,0.00911126,0.0091399,0.0143359,0.0280255,0.00917269,0.00897351,0.00558175,0.00998711,0.0104797,0.0488702,0.0156773,0.0178255,0.0224307,0.0149512,0.0186188,0.0296031,0.0351597,0.0183854,0.00713279,0.00370478,0.00720798
14,0.0208318,0.0157081,0.0130752,0.0104418,0.0195356,0.00211411,0.00468623,0.00953457,0.00766039,0.0177426,0.0105175,0.0235581,0.0236048,0.0219956,0.0180068,0.0135977,0.0113772,0.00921002,0.00928047,0.0108385,0.00824314,0.00958166,0.0147465,0.0264973,0.00770472,0.00842219,0.00590352,0.00798275,0.0109205,0.0471848,0.0146455,0.0174066,0.021213,0.0134597,0.0181442,0.0300557,0.0347736,0.0173985,0.0061097,0.0031208,0.00697494
15,0.0207961,0.0154495,0.0132656,0.0114316,0.0204481,0.0014566,0.00299814,0.00916155,0.00693355,0.0180406,0.00761654,0.0231086,0.022798,0.02121,0.018071,0.0147522,0.0128672,0.0118729,0.01115,0.00957334,0.00746829,0.00977475,0.0147968,0.0237068,0.00683148,0.00916741,0.00593955,0.00733782,0.0123142,0.0457843,0.0141504,0.0161355,0.0191533,0.0117304,0.0181209,0.0296313,0.0338105,0.0160228,0.00599063,0.00474869,0.0078785
16,0.0209628,0.0148319,0.0133132,0.0115343,0.0210219,0.00174574,0.00154141,0.0089483,0.00616305,0.0174278,0.00498588,0.0229744,0.0222814,0.02058,0.0166524,0.0158767,0.0147418,0.014306,0.0126457,0.00802903,0.00642354,0.00971556,0.0147801,0.0203388,0.0066899,0.0101664,0.00557632,0.00765989,0.0141272,0.044487,0.014263,0.0145325,0.0165083,0.00992809,0.0176581,0.02718,0.0316853,0.0148459,0.00646206,0.00682451,0.0094711
17,0.0214988,0.0141058,0.0134776,0.0109244,0.020814,0.00242559,0.0015014,0.00904421,0.00523466,0.0158575,0.00327888,0.0229003,0.0217335,0.0198791,0.0145439,0.0165284,0.0167552,0.0157199,0.0134797,0.00675258,0.0048764,0.00967098,0.0148764,0.0173862,0.00714429,0.010775,0.0051348,0.00834889,0.0158375,0.0433297,0.0146172,0.0131107,0.0136916,0.00829211,0.0160641,0.0225783,0.0279181,0.0143258,0.00734603,0.00854176,0.0110289
18,0.0222818,0.0135288,0.013945,0.0103689,0.0193662,0.00334541,0.00200426,0.00931265,0.00414732,0.0136976,0.00315612,0.0223533,0.0207137,0.0187771,0.0122279,0.0164621,0.0187771,0.0161634,0.0138352,0.00621626,0.00301084,0.0097038,0.0149819,0.0155318,0.0080441,0.0111488,0.00502595,0.00904866,0.0171542,0.0427925,0.0148046,0.0120937,0.0111583,0.00700577,0.0134524,0.01738,0.0229352,0.0146603,0.00859514,0.00992148,0.0121935
19,0.0231267,0.0132998,0.0147248,0.0103598,0.0164163,0.004305,0.00208034,0.00954728,0.00305867,0.0115642,0.00379614,0.0209932,0.0189914,0.0170234,0.00982172,0.0161809,0.0207061,0.0159672,0.0142477,0.00660093,0.00148091,0.00973634,0.0148716,0.0148653,0.00926937,0.011908,0.00551691,0.00973467,0.0182013,0.0434064,0.0146783,0.0115436,0.00906373,0.0060765,0.0110067,0.0139331,0.0180693,0.0159199,0.0101469,0.01129,0.0130732
20,0.0239658,0.0134771,0.0157214,0.0108098,0.0120867,0.00510827,0.00175216,0.00966169,0.00233753,0.00998159,0.00436713,0.0188587,0.0165916,0.0145534,0.00787947,0.0168749,0.0221558,0.0155651,0.0153107,0.00772698,0.00143437,0.00983574,0.014478,0.0150913,0.0107925,0.013463,0.00660923,0.0106277,0.0192621,0.045015,0.0143369,0.0114716,0.00716907,0.00590232,0.00977434,0.012968,0.0148275,0.0183076,0.0119364,0.0128096,0.0140924
21,0.024843,0.0139744,0.01687,0.0114649,0.00699648,0.00563188,0.00148934,0.00965384,0.00247268,0.00912055,0.0048589,0.0162126,0.0137956,0.0116176,0.00797662,0.0189547,0.0226088,0.0153271,0.017174,0.00932432,0.00224351,0.0101921,0.0139059,0.0158062,0.0126606,0.0156708,0.00810874,0.0119758,0.0204019,0.0466523,0.0139372,0.011605,0.00495323,0.00761674,0.0095323,0.0132366,0.0141209,0.0218889,0.0139605,0.0145445,0.0157284
22,0.0257833,0.0146679,0.0181712,0.0119139,0.00270279,0.00579663,0.00211283,0.00955346,0.0034201,0.00883781,0.00511896,0.0134296,0.0112165,0.00899143,0.0097941,0.0211211,0.0219577,0.0154421,0.0193653,0.0111277,0.00353841,0.010864,0.0132354,0.0168561,0.0147711,0.0179909,0.0097406,0.013748,0.0213874,0.0476391,0.0135668,0.0113561,0.00226989,0.011221,0.010354,0.0140829,0.0155511,0.0258956,0.0161984,0.0165245,0.0181418
23,0.026697,0.015434,0.0194889,0.0117661,0.0042268,0.00560108,0.00349894,0.00942994,0.00477637,0.00889814,0.00479915,0.0112719,0.00978549,0.00803231,0.0108651,0.0216636,0.0204736,0.0160262,0.0210781,0.0127194,0.00569701,0.0116514,0.0124566,0.0176343,0.0167711,0.0198859,0.0112645,0.0155945,0.0219879,0.0484729,0.0132433,0.0101843,0.00306684,0.0152802,0.0127135,0.0157511,0.0172615,0.0289012,0.0185565,0.018662,0.0210674
24,0.0273867,0.0162083,0.0204628,0.0109308,0.00765934,0.0051357,0.00507077,0.00935938,0.00622065,0.0091135,0.00383464,0.0106463,0.00990531,0.00905087,0.00993093,0.0198679,0.0185073,0.0172766,0.0216582,0.0135567,0.00830417,0.0121944,0.0116954,0.0163486,0.0182693,0.0210627,0.0125248,0.0170809,0.0223297,0.0495663,0.0130135,0.00828368,0.00654114,0.018104,0.0157979,0.0182198,0.0173699,0.0295149,0.0208759,0.0208479,0.0239707
25,0.0276373,0.017017,0.0207554,0.00961524,0.0109825,0.00457519,0.00637986,0.0094077,0.00745769,0.00932386,0.00257191,0.011256,0.0108723,0.0107223,0.00748325,0.0164007,0.0165082,0.0189552,0.0210371,0.013261,0.01034,0.0121752,0.0113138,0.0119343,0.0190881,0.0214759,0.0134682,0.0179374,0.0228061,0.0504462,0.0130373,0.0071491,0.00918604,0.01865,0.0183149,0.0208439,0.015362,0.0274143,0.0229492,0.0228397,0.0262707
26,0.0272856,0.0178952,0.020343,0.00821102,0.0145966,0.00415158,0.00708409,0.00965801,0.00819409,0.00933092,0.00175077,0.0120729,0.0120409,0.0123519,0.0051143,0.0125543,0.0144639,0.0203602,0.0197228,0.0118608,0.0109301,0.0114666,0.0115334,0.00663343,0.0193257,0.0212505,0.0141357,0.0181618,0.0236577,0.0511121,0.013451,0.00839369,0.010694,0.0173084,0.0196613,0.022886,0.0124547,0.024084,0.0244928,0.0242274,0.0275718
27,0.0262944,0.0187256,0.0195407,0.00722642,0.0183365,0.00412123,0.00700325,0.0102008,0.00819839,0.00894592,0.00202518,0.0129044,0.0132996,0.0140792,0.00418332,0.00899709,0.0115425,0.0211471,0.0182754,0.009783,0.00993395,0.0101938,0.0120564,0.00638845,0.0191955,0.0205898,0.0145534,0.0179298,0.0247667,0.0522538,0.0140998,0.0109864,0.0116944,0.0156418,0.0199813,0.0240019,0.0107735,0.0214091,0.0251696,0.0247783,0.027797
28,0.0247851,0.0192266,0.0187542,0.00709024,0.0214868,0.00457333,0.00623087,0.0110133,0.0074647,0.00824268,0.00264193,0.0139973,0.0146682,0.0160641,0.00462987,0.00550873,0.00830278,0.0215773,0.0169615,0.00771396,0.0080721,0.0086782,0.0123706,0.00818916,0.0187963,0.0196746,0.0146489,0.0174424,0.0258541,0.054592,0.0145835,0.0133507,0.0125613,0.01484,0.0197583,0.0242778,0.0111973,0.0193096,0.0248035,0.0246414,0.0271771
29,0.0230524,0.0191668,0.018148,0.00777006,0.0232245,0.00534346,0.00517368,0.0119402,0.00628732,0.00765163,0.00301944,0.015275,0.0161184,0.0180829,0.00615218,0.00244416,0.00851148,0.0220949,0.0158725,0.00645385,0.00647752,0.00726161,0.0123357,0.00788403,0.0180505,0.0185667,0.0143275,0.0167949,0.026671,0.0589474,0.014588,0.0148065,0.0131568,0.0149589,0.0193583,0.023961,0.0126227,0.0170103,0.0235631,0.0240868,0.0260466
30,0.0214639,0.0185198,0.0175347,0.00880682,0.0231464,0.00621312,0.00439671,0.0128143,0.00513092,0.00762998,0.00308889,0.0164605,0.0174505,0.0195734,0.00840132,0.00511799,0.0106813,0.0231116,0.0150885,0.00644366,0.00595271,0.00621621,0.012242,0.00730032,0.0168796,0.0172533,0.0136571,0.015961,0.0270711,0.0648755,0.0140835,0.0154303,0.0138283,0.0158741,0.0188649,0.0233076,0.0141756,0.0152067,0.0218879,0.0232188,0.0246282
31,0.0202666,0.0174736,0.0166157,0.00991905,0.0219723,0.00702321,0.00425143,0.0135571,0.00444279,0.00823671,0.0031728,0.0171219,0.0181252,0.0199292,0.0107031,0.00946999,0.0104701,0.0247691,0.0146465,0.00732896,0.00641766,0.00573135,0.0123269,0.00920578,0.01536,0.0157572,0.0129327,0.0148425,0.0270366,0.0704307,0.0132542,0.0158797,0.0154552,0.0177355,0.0182296,0.02253,0.0155916,0.014633,0.02016,0.0219807,0.0229329
32,0.0195018,0.0163005,0.0152888,0.0112795,0.0212816,0.00770958,0.00462051,0.0142076,0.00443068,0.00921886,0.0038587,0.0165873,0.0173338,0.0186927,0.0124865,0.0116269,0.0081639,0.025957,0.0144639,0.00853523,0.00720904,0.00583107,0.0124621,0.0130312,0.0136971,0.0141826,0.0124756,0.0133575,0.0266845,0.0742238,0.012375,0.0169696,0.0182275,0.0205109,0.0174087,0.0217019,0.0166565,0.0142291,0.018522,0.020382,0.0208063
33,0.0190524,0.0151799,0.0137459,0.0131472,0.0220364,0.0082582,0.00517569,0.0148078,0.00491774,0.0103618,0.0052984,0.0145046,0.0146229,0.0159051,0.0134719,0.0102247,0.00647978,0.0248265,0.0144173,0.00973971,0.0077277,0.0064618,0.0124527,0.0173969,0.0120402,0.0126306,0.0123403,0.011507,0.0262308,0.0761682,0.0118482,0.0191459,0.0215342,0.023833,0.0163089,0.0206958,0.0173261,0.0127095,0.016991,0.0185979,0.0180577
34,0.018823,0.0142173,0.0122158,0.0153954,0.0237891,0.00864978,0.00554364,0.0152921,0.00547115,0.0115085,0.00715855,0.0116334,0.0108552,0.012629,0.0137255,0.00627519,0.00670058,0.0213926,0.0142696,0.0107436,0.00752751,0.00754924,0.0123956,0.0215726,0.0103835,0.011034,0.0122162,0.00927805,0.0257234,0.0767166,0.0120102,0.0223353,0.024961,0.0273078,0.0146684,0.0192308,0.0179061,0.010474,0.0154606,0.0167467,0.0145516
35,0.0188084,0.0135391,0.0107526,0.0175228,0.0250769,0.0087406,0.00527269,0.0154335,0.00555925,0.0122982,0.00897418,0.00929953,0.00836029,0.0102548,0.0134008,0.00298457,0.00854677,0.0177132,0.0135889,0.0114819,0.00614042,0.0089711,0.0124884,0.0250276,0.00860866,0.00910262,0.0116124,0.00653833,0.0247989,0.076392,0.0126064,0.025982,0.0284731,0.0305892,0.0121625,0.017257,0.0187722,0.00986996,0.0135899,0.0146222,0.0102682
36,0.0189053,0.0133069,0.00949911,0.0190833,0.0242407,0.00826789,0.00395322,0.014947,0.00462455,0.0120612,0.0103259,0.00708067,0.0081418,0.0091305,0.0123255,0.00308949,0.0111401,0.0141064,0.012406,0.0125532,0.00388832,0.0105278,0.0125108,0.0274639,0.00678716,0.00652478,0.0102697,0.00349663,0.0229569,0.0757237,0.0128527,0.0292674,0.0319988,0.0332428,0.00875924,0.0155003,0.0200727,0.0121426,0.0109412,0.0118558,0.00543539
37,0.0187232,0.0136172,0.00902726,0.0199977,0.0208684,0.00736259,0.00144555,0.0138756,0.0027113,0.0102631,0.0111617,0.00388159,0.0086264,0.00951094,0.0109655,0.00692059,0.0132947,0.00941791,0.0127704,0.0153012,0.00582478,0.0120816,0.0119808,0.0288975,0.00580292,0.00347449,0.00857888,0.00393733,0.0204534,0.0750645,0.0122466,0.0314794,0.035059,0.0347687,0.00498703,0.0151036,0.0215821,0.015194,0.00754144,0.00869203,0.00244167
38,0.0179063,0.0143277,0.00952203,0.0204552,0.0164208,0.00726364,0.00281856,0.0129894,0.00413248,0.00750445,0.0119937,0.00351703,0.00935687,0.010828,0.0120116,0.0125354,0.0153049,0.00502697,0.0169515,0.01994,0.0115437,0.013556,0.0107415,0.0296345,0.00661809,0.00209686,0.00724106,0.00825565,0.0186685,0.0744571,0.0111465,0.0323555,0.0369044,0.0349198,0.00176021,0.0159994,0.0228237,0.0172227,0.00487399,0.0068035,0.00626754
39,0.0167457,0.014947,0.0101437,0.0204149,0.0134164,0.00903001,0.0079029,0.0132907,0.00904697,0.00638567,0.0133056,0.00561081,0.00980275,0.0114462,0.015886,0.0178163,0.0181587,0.00355126,0.0227921,0.0248413,0.0168042,0.0149555,0.00913179,0.0301295,0.00814321,0.00436769,0.00634745,0.012497,0.0187291,0.073818,0.010576,0.0320468,0.0370567,0.0339505,0.00237029,0.0171323,0.023426,0.0178918,0.00617358,0.00766495,0.0102909
40,0.0161229,0.0150125,0.0102023,0.0194969,0.0130555,0.0115351,0.0131913,0.0146795,0.0136623,0.00794426,0.0147899,0.00519538,0.00976017,0.0112181,0.0190432,0.021784,0.0216359,0.00321705,0.0270605,0.0282448,0.0200501,0.0162802,0.00769441,0.030672,0.00893198,0.00674938,0.00541636,0.0155558,0.0199366,0.0731377,0.0110334,0.0308755,0.0358417,0.0324769,0.00551867,0.0181851,0.0233152,0.0178385,0.00921863,0.00941334,0.0130037
41,0.0166838,0.0145016,0.00985457,0.0177455,0.0138012,0.0132457,0.0169299,0.0160705,0.0161631,0.00903623,0.0158422,0.00270992,0.0109633,0.0111132,0.0195869,0.0234227,0.0241064,0.0021077,0.0283861,0.0294492,0.0209659,0.0173259,0.00678075,0.0312074,0.00843249,0.00857815,0.0042966,0.0171521,0.0208799,0.0723839,0.0117903,0.0290991,0.0341586,0.0310088,0.0092799,0.0192964,0.0224688,0.0181474,0.0111154,0.0104829,0.0143565
42,0.0182339,0.0137277,0.00966872,0.0159294,0.0141456,0.0134869,0.0179875,0.0167304,0.0159861,0.008297,0.0162414,0.000515119,0.0135281,0.0111711,0.0181343,0.0219275,0.0238348,0.000879931,0.0273397,0.0289,0.0199633,0.0177794,0.00641037,0.0316334,0.00684738,0.00954893,0.00330131,0.0174636,0.0209893,0.0714368,0.0118904,0.0268546,0.0326208,0.0296726,0.0132732,0.0199946,0.0207305,0.0197861,0.0113465,0.0109747,0.0147068
43,0.019989,0.0129562,0.0100414,0.0148359,0.0137237,0.0124939,0.0168281,0.0167315,0.0139369,0.00666945,0.0161281,0.00258482,0.0152698,0.0107565,0.0162752,0.0181434,0.0207887,0.00182055,0.0253812,0.0274433,0.0177926,0.0175495,0.00646078,0.0320959,0.00486198,0.00931824,0.0026494,0.016815,0.0205164,0.0702454,0.0108127,0.0244195,0.0311229,0.0284738,0.0167807,0.0194451,0.017968,0.0229216,0.0106083,0.0114186,0.0143148
44,0.021311,0.0122384,0.011119,0.0145584,0.0126136,0.0110408,0.0149717,0.0164962,0.011445,0.00616523,0.0158262,0.00387788,0.015026,0.00976137,0.0149259,0.0142455,0.0169496,0.00363133,0.0235106,0.0255201,0.0152285,0.0168552,0.00682297,0.0328245,0.00320069,0.00795777,0.00232305,0.0155546,0.0198217,0.0689037,0.0085953,0.0223456,0.0292638,0.0276112,0.0190704,0.0173256,0.0142496,0.0267015,0.00980478,0.0117642,0.013212
45,0.0221289,0.0115586,0.0128736,0.0144984,0.0109531,0.00981611,0.0136001,0.0162178,0.0095564,0.00749365,0.0156753,0.0037997,0.0131513,0.00846687,0.0138088,0.0118717,0.0145154,0.00562578,0.0217842,0.0231864,0.0128314,0.0159059,0.00737001,0.0338505,0.00222152,0.00601335,0.00263945,0.0140688,0.018937,0.0674327,0.00581155,0.0211468,0.0269852,0.0272666,0.0198049,0.0141239,0.0100031,0.0300198,0.00921081,0.0115889,0.0115005
46,0.0227373,0.0109808,0.0149222,0.0143722,0.00896256,0.00902454,0.0129336,0.0158152,0.00857222,0.00967971,0.015763,0.00292386,0.0107174,0.00710237,0.012225,0.0111502,0.0142694,0.00779557,0.0198921,0.0206684,0.0109258,0.0146947,0.00788507,0.0349999,0.00204779,0.00411107,0.0035192,0.0126595,0.0176454,0.0655877,0.00318419,0.0208471,0.0246988,0.0271877,0.0191783,0.0108272,0.0063133,0.0322608,0.00873183,0.0107856,0.0094414
47,0.0233674,0.0105815,0.0166835,0.0147836,0.0070014,0.00853456,0.0126845,0.0152096,0.0083688,0.0119171,0.0158799,0.00330003,0.00869736,0.00574799,0.00984821,0.0112689,0.0153908,0.0100838,0.0179076,0.0186199,0.00972169,0.0132173,0.00807547,0.0359665,0.00272363,0.00268741,0.00423973,0.0113819,0.0158305,0.0630329,0.00213028,0.0210226,0.0228819,0.0268452,0.0176252,0.00842326,0.00530378,0.0332706,0.00858423,0.00971843,0.00721415
48,0.0240135,0.0103173,0.0178701,0.0162295,0.00575792,0.00825562,0.012615,0.0144588,0.00875519,0.0136607,0.0157742,0.0051963,0.00771995,0.00464486,0.00681899,0.0110901,0.0161559,0.0121201,0.0164359,0.0177251,0.00938502,0.011664,0.00800674,0.0362009,0.00384426,0.00196142,0.00435228,0.010112,0.013741,0.0597361,0.00389927,0.0211697,0.0216017,0.0258566,0.015347,0.00761038,0.00728302,0.0329342,0.0092371,0.0090559,0.00488307
49,0.0246079,0.0100393,0.0186006,0.01789,0.00588818,0.00827242,0.0127012,0.0137247,0.00956233,0.0147159,0.0153145,0.00725737,0.00809516,0.0046216,0.00365317,0.00995776,0.0155721,0.0131097,0.0161193,0.01813,0.00998176,0.0104038,0.00850678,0.0349566,0.00500249,0.00174064,0.0039376,0.00877374,0.0118805,0.0561132,0.00606968,0.0208537,0.0204446,0.0240397,0.0122559,0.00877325,0.00995105,0.0310537,0.0108397,0.00950018,0.00304022
50,0.02524,0.00960991,0.0190572,0.0181317,0.00641826,0.00871432,0.0130554,0.0132073,0.0106825,0.0152633,0.0145138,0.00862611,0.00918971,0.0061992,0.00192234,0.00808967,0.0141583,0.0122848,0.0170637,0.0194992,0.0114506,0.00996724,0.0102275,0.0318132,0.00598783,0.00160736,0.00354153,0.00746295,0.0105824,0.0527461,0.00769862,0.0197166,0.0188622,0.0213369,0.00894308,0.0116184,0.012211,0.0276948,0.0131497,0.0112491,0.00359276
51,0.0261417,0.00900332,0.0191817,0.0162107,0.00672074,0.00960927,0.0138227,0.0130878,0.0121031,0.0156086,0.0135323,0.008433,0.00945675,0.00841539,0.00322191,0.00618451,0.0133767,0.0098912,0.0188735,0.0213769,0.0136376,0.0106735,0.0126523,0.0271894,0.00670856,0.00153416,0.00369515,0.00637536,0.00977035,0.0500103,0.00860555,0.0175798,0.0165803,0.0179037,0.00805887,0.0150693,0.0136706,0.0235031,0.0158653,0.0138758,0.00578495
52,0.0274996,0.00828603,0.018767,0.0131134,0.00832563,0.0108712,0.0150553,0.0134453,0.0138061,0.0160554,0.0126447,0.00628662,0.00775771,0.0103498,0.00464743,0.00509423,0.0143725,0.00793024,0.0210039,0.0232865,0.0162593,0.012158,0.0150416,0.0222303,0.00714164,0.00176094,0.00422986,0.00563573,0.00926433,0.0479549,0.00905829,0.0145568,0.0138012,0.0142018,0.0101215,0.0177689,0.0142916,0.0195514,0.0186645,0.0168117,0.008044
53,0.029288,0.0075501,0.0178117,0.0106507,0.0105659,0.012372,0.0166187,0.014216,0.0156366,0.01688,0.0121098,0.00389181,0.0048917,0.01176,0.00536845,0.00548255,0.0163144,0.00841992,0.0229068,0.0248311,0.0189214,0.013738,0.0170299,0.0181971,0.00731973,0.00229436,0.0047427,0.00515153,0.0090393,0.0465464,0.00939272,0.0110427,0.0111346,0.0108963,0.0116473,0.0185834,0.0142455,0.0167227,0.021101,0.0195688,0.0101036
54,0.0312375,0.00688464,0.0166894,0.00980422,0.010811,0.013974,0.0182482,0.0152342,0.0173224,0.0181395,0.0119909,0.0056158,0.00491198,0.0126684,0.00504707,0.00708742,0.0168251,0.010438,0.0240876,0.025811,0.0212385,0.014927,0.0183685,0.0159505,0.00734269,0.0030121,0.00512945,0.00465879,0.00903986,0.0459213,0.0096539,0.00763975,0.00927627,0.00844097,0.0115781,0.0170394,0.0138288,0.0150203,0.0226745,0.0217272,0.0120334
