Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH3,RTOE,RUA1,RUA2,RUA3
9,0.0109639,0.0366043,0.0342234,0.0124084,0.0143756,0.00821295,0.00507409,0.00346142,0.0125905,0.0107349,0.0367121,0.0213002,0.00539867,0.0230079,0.023483,0.0139163,0.0103416,0.0187311,0.0318154,0.00578708,0.00947277,0.0104129,0.0380857,0.0141185,0.0102128,0.00614992,0.00656592,0.00313623,0.0110046,0.0106217,0.0233076,0.0227325,0.00963196,0.00412828,0.00508399,0.0151181,0.0163135,0.0103616,0.00817309,0.00833578,0.00977876
10,0.0102022,0.0375631,0.0342126,0.0129322,0.0145178,0.00889653,0.00613073,0.00370587,0.0140709,0.0100504,0.0366359,0.0213693,0.0055896,0.0250909,0.0241601,0.0126816,0.0122161,0.0222521,0.0303743,0.00618086,0.00978041,0.011179,0.0397918,0.0135129,0.00959709,0.00667929,0.00752157,0.00315354,0.0116407,0.012364,0.022998,0.0240067,0.00811884,0.00329998,0.00383803,0.0173489,0.0168079,0.0112078,0.00939815,0.00942261,0.0109114
11,0.00950806,0.0384075,0.0338756,0.0133236,0.0146644,0.0094773,0.00660821,0.00395844,0.0149726,0.00943981,0.0362612,0.020611,0.00564549,0.0266574,0.0243894,0.0112686,0.0141755,0.0252786,0.0286903,0.00619244,0.00933268,0.0110025,0.0407978,0.0123445,0.00896628,0.00701531,0.00792854,0.00283499,0.0118066,0.0136381,0.0224996,0.0257028,0.00778167,0.00671029,0.00439988,0.0190373,0.0189152,0.0118301,0.00956705,0.00942963,0.0110605
12,0.00883985,0.0390138,0.0333312,0.0135048,0.0147392,0.00980014,0.00650906,0.00414087,0.0150929,0.00884071,0.0356375,0.0195845,0.00548177,0.0277763,0.0240574,0.00998163,0.016056,0.0274724,0.0269344,0.0060004,0.0086499,0.0103553,0.0411991,0.0108356,0.00832233,0.0070736,0.0076838,0.00239003,0.011416,0.0141628,0.0221794,0.0270771,0.00959559,0.00995902,0.00599447,0.019814,0.0212544,0.0123375,0.00877637,0.0086612,0.0103822
13,0.00809789,0.0393872,0.0326337,0.0135621,0.0146555,0.00970944,0.00612096,0.00413983,0.0145768,0.00832537,0.0348341,0.0188156,0.00512639,0.0283996,0.0228897,0.00954136,0.017596,0.028734,0.0252893,0.00571456,0.00834606,0.00969341,0.0412786,0.00917342,0.00768159,0.00681956,0.00681926,0.00214235,0.0104903,0.0138532,0.0221302,0.0271993,0.0107761,0.0112367,0.00692397,0.0197046,0.0225745,0.012772,0.00741778,0.00767809,0.00914032
14,0.00723047,0.0396207,0.0318062,0.0136093,0.0143668,0.0090887,0.00569053,0.00393057,0.0137661,0.00809272,0.0339228,0.0185061,0.00471874,0.0283521,0.0207705,0.0102956,0.0184834,0.0291967,0.0239226,0.00536111,0.00838212,0.00923859,0.0413373,0.00757266,0.00720542,0.00632318,0.00552966,0.00229188,0.00920361,0.0128614,0.0223114,0.0257678,0.0100745,0.0107206,0.00680344,0.0190433,0.0222653,0.0130506,0.00593622,0.00676445,0.00758691
15,0.00631674,0.0398018,0.0309347,0.0136933,0.0138745,0.00789487,0.00532941,0.00372697,0.0129911,0.00829029,0.0329553,0.0185596,0.00447212,0.0274545,0.018012,0.0116134,0.0185478,0.0290458,0.022923,0.00499208,0.00828163,0.00896775,0.0415015,0.00632681,0.00702493,0.00577475,0.00411856,0.00286859,0.00786334,0.0114674,0.0226726,0.023498,0.00805783,0.00932847,0.00589275,0.0182984,0.0205867,0.0131752,0.00468718,0.00574068,0.00591463
16,0.00548519,0.0399662,0.0301391,0.0138013,0.0132096,0.00618639,0.00505634,0.00392647,0.0124243,0.0088796,0.0319514,0.0187945,0.00460325,0.0256848,0.0152215,0.012684,0.0178531,0.0283728,0.0222754,0.00472034,0.0078075,0.00876154,0.041693,0.00568534,0.00702481,0.00543594,0.00294867,0.00378761,0.00683517,0.00995939,0.0231275,0.0216383,0.00569306,0.00771703,0.00450017,0.0178579,0.0183607,0.0131958,0.00393782,0.00443335,0.00429142
17,0.00478487,0.0400978,0.0295086,0.0139199,0.0124048,0.00419076,0.00476314,0.00465286,0.012061,0.00970318,0.0308814,0.0191214,0.0051723,0.0232215,0.0128904,0.0131103,0.0166119,0.027134,0.021878,0.00466202,0.00708201,0.00854374,0.0417404,0.00578211,0.00691175,0.00546679,0.00232046,0.00482445,0.00638029,0.00852856,0.023578,0.0209976,0.00357455,0.00600287,0.00284608,0.0179092,0.0163896,0.0131465,0.003783,0.00316781,0.00289848
18,0.0042111,0.0401638,0.0290688,0.0140641,0.0114979,0.00238424,0.0043694,0.00558099,0.0117915,0.0105897,0.0296849,0.0195569,0.00603621,0.0203536,0.0112041,0.0128339,0.0150206,0.0252555,0.0216357,0.00485479,0.00634154,0.00827946,0.0415195,0.00648209,0.00649432,0.00578485,0.00220695,0.0057624,0.00651757,0.00730477,0.0239571,0.0213803,0.00213035,0.00424749,0.00152436,0.0183795,0.0151156,0.0130528,0.004036,0.00302152,0.00205632
19,0.00378146,0.0401538,0.0287857,0.0142428,0.0105393,0.00149646,0.00406674,0.00634357,0.0115038,0.0113994,0.0283187,0.0201185,0.00695619,0.0173378,0.0100515,0.0119527,0.013164,0.0227854,0.0215421,0.00525242,0.00573689,0.00791689,0.0410101,0.00721563,0.00581618,0.00615008,0.00234038,0.00653196,0.0070735,0.00647317,0.0242534,0.0219098,0.00254001,0.00310261,0.00220522,0.0189013,0.0146093,0.0129406,0.00446696,0.00424925,0.00221769
20,0.00351732,0.0400822,0.028594,0.0144313,0.00958984,0.001592,0.00413084,0.00675206,0.0111404,0.0120472,0.0268274,0.0207476,0.00767306,0.0143392,0.00908031,0.0106301,0.0110629,0.01996,0.0216541,0.00579651,0.00529922,0.00739387,0.0402585,0.0074782,0.00507861,0.00634891,0.00262864,0.00717888,0.00786187,0.00622039,0.0244858,0.021844,0.00445067,0.00378972,0.0036659,0.0189329,0.0147031,0.0128221,0.00500145,0.00581102,0.00314375
21,0.0034085,0.039965,0.0284195,0.0145873,0.00870621,0.00175148,0.00446081,0.00679329,0.0106887,0.0125155,0.0253699,0.0213296,0.00792405,0.011455,0.00797129,0.00904477,0.00880479,0.0171339,0.0219826,0.00644778,0.00498763,0.00669317,0.0393215,0.00728668,0.00447229,0.00629021,0.00307187,0.00774713,0.00876293,0.00650883,0.0246454,0.0210868,0.00669354,0.0057084,0.00477689,0.0180543,0.0151436,0.0126812,0.00563024,0.00721408,0.00434249
22,0.00343707,0.0398071,0.0281956,0.0146685,0.00792203,0.00182035,0.00472387,0.00656616,0.0101522,0.0128344,0.0241566,0.0217608,0.00751771,0.00874954,0.00668313,0.00737822,0.00671207,0.0146798,0.0224198,0.00714144,0.00472329,0.00586283,0.0382425,0.0070299,0.00403272,0.00599049,0.00360538,0.00820529,0.00971137,0.00706221,0.0246527,0.0200413,0.00879479,0.00779776,0.00543968,0.0162417,0.0156706,0.0124717,0.00631753,0.00839304,0.00560586
23,0.00364322,0.0396007,0.0278825,0.0146204,0.00725129,0.00189858,0.00474426,0.00619224,0.00953948,0.0130337,0.0233543,0.0219962,0.00648208,0.00629028,0.00539204,0.00589483,0.0055486,0.0128999,0.0227868,0.00775481,0.00445055,0.00498787,0.0370564,0.00702507,0.00363562,0.00548624,0.00415393,0.00846121,0.0106788,0.00756875,0.0243709,0.0191191,0.0105116,0.00964879,0.00588801,0.0139128,0.0160292,0.0121163,0.00702255,0.00942814,0.00684145
24,0.00412178,0.0393416,0.0274676,0.0143936,0.00671017,0.00200637,0.00456108,0.00576991,0.00888412,0.0131161,0.0229989,0.0220518,0.00511326,0.00421256,0.00432333,0.00497858,0.00608044,0.0118336,0.022943,0.00816806,0.00423584,0.00419899,0.0358248,0.00728463,0.00319263,0.0047918,0.00471075,0.00845498,0.0116433,0.00785456,0.02369,0.0184344,0.0117509,0.0111192,0.00640295,0.0117011,0.016034,0.0115571,0.00773276,0.0103966,0.00799635
25,0.00491287,0.0390435,0.0269583,0.0140257,0.0063101,0.00218931,0.00430805,0.0053677,0.00824792,0.0130788,0.0229747,0.0219637,0.003874,0.00295893,0.00370242,0.00482999,0.00785028,0.0111916,0.0228479,0.00834309,0.00427908,0.00371758,0.0346411,0.00769702,0.0029174,0.00392388,0.00532484,0.00822059,0.0125798,0.00794211,0.0226331,0.017861,0.0125301,0.0122114,0.00707244,0.010092,0.0156972,0.0108105,0.00846129,0.0112841,0.00905088
26,0.00590582,0.0387318,0.0263686,0.0136421,0.00603639,0.00249814,0.00410939,0.00503712,0.00770773,0.0129456,0.0230629,0.0217478,0.00320236,0.00317906,0.00361952,0.00510523,0.0099568,0.0107057,0.0225188,0.00835175,0.00473523,0.00381119,0.0336046,0.00824953,0.00318892,0.00299395,0.00603164,0.00785984,0.0134571,0.00798093,0.0214128,0.0172731,0.0129305,0.0130302,0.0077244,0.00920619,0.015253,0.0100059,0.00920805,0.0119848,0.0100147
27,0.00690873,0.0384408,0.0257211,0.0132937,0.00586199,0.00289554,0.00404123,0.00482238,0.00732629,0.0127711,0.0230486,0.0213759,0.00322042,0.00426716,0.0038488,0.0055144,0.0118263,0.0104892,0.0219148,0.00835022,0.00552842,0.00450246,0.0327685,0.00897128,0.00382929,0.00231359,0.00681762,0.00749445,0.0142545,0.00811291,0.0204104,0.0166877,0.013071,0.0137524,0.00812384,0.00890295,0.0150019,0.00935008,0.00996449,0.0124074,0.0109461
28,0.00775335,0.0381855,0.0250321,0.0129526,0.00575518,0.00328506,0.00412366,0.00474716,0.00712703,0.0126096,0.022904,0.0207968,0.00368495,0.00531228,0.00411239,0.00628983,0.0129995,0.0107571,0.0209384,0.00850609,0.00643791,0.00551203,0.0321318,0.00971891,0.00429855,0.00218187,0.00760891,0.00719268,0.0149559,0.00836703,0.0199766,0.0162139,0.0131166,0.0145687,0.00821757,0.0089706,0.01515,0.00895551,0.010722,0.0125603,0.0119312
29,0.00836775,0.0379538,0.0243054,0.0126514,0.00573237,0.00359047,0.00432693,0.00480476,0.0070958,0.0125027,0.0227939,0.0199838,0.00426553,0.00592168,0.00428887,0.00727222,0.0130403,0.0112192,0.0195402,0.00888214,0.00726219,0.00654019,0.0316424,0.0102143,0.00431686,0.00244496,0.00831427,0.00696217,0.0155559,0.00869048,0.020177,0.0159207,0.0132125,0.0155313,0.00815769,0.00922922,0.0157249,0.00885,0.011505,0.0125688,0.0130629
30,0.00874473,0.0377065,0.0235744,0.0124143,0.00583941,0.00376966,0.00458936,0.00495859,0.0071855,0.0124624,0.0229719,0.0190088,0.00466998,0.00600441,0.00438983,0.00750006,0.0117015,0.0112951,0.0178068,0.00938981,0.00789245,0.0073927,0.0312327,0.0103164,0.00403137,0.00279358,0.00885722,0.00680207,0.0160497,0.00901474,0.0207873,0.0157846,0.0133741,0.0164274,0.00814964,0.00956516,0.016595,0.00907732,0.012367,0.012617,0.014398
31,0.00891448,0.0374071,0.0228893,0.0121792,0.00612138,0.00381449,0.0048487,0.00515974,0.00733077,0.012469,0.0236059,0.0180377,0.00466942,0.00566856,0.00447042,0.00625887,0.00913135,0.0106997,0.0159974,0.00984755,0.00830584,0.00797771,0.0308718,0.0101185,0.00393115,0.00307913,0.00920207,0.00671209,0.0164179,0.00928318,0.0214599,0.0157152,0.0134967,0.0168917,0.00829924,0.00992908,0.0175556,0.00968249,0.0133403,0.0128273,0.0159076
32,0.00889684,0.0370464,0.0223008,0.0119496,0.00659333,0.00373966,0.00507552,0.00536988,0.00745557,0.0124908,0.0246644,0.0172768,0.0042352,0.00511845,0.00454965,0.00386494,0.00591954,0.00958589,0.0144471,0.0101444,0.00853571,0.00829305,0.0305729,0.00986094,0.00432425,0.00325188,0.00939682,0.00670035,0.0166435,0.0094905,0.0218794,0.0156512,0.0134905,0.0167256,0.00858059,0.0103698,0.0184315,0.0105608,0.0143881,0.0131988,0.0174918
33,0.00872801,0.0366531,0.0218381,0.0118261,0.00714823,0.00357836,0.00526588,0.00555899,0.00750558,0.0125031,0.0259975,0.0168768,0.00364194,0.00454122,0.00459388,0.00218947,0.00296026,0.00831002,0.0133449,0.0102849,0.00862774,0.00838931,0.0303807,0.00978354,0.00488977,0.00330956,0.00957533,0.00676093,0.0167181,0.00965467,0.0218504,0.0156276,0.0133635,0.0161039,0.00888363,0.0110454,0.0191497,0.0114806,0.0153871,0.0136114,0.019002
34,0.00847219,0.0362827,0.0214986,0.0118712,0.00749429,0.00337805,0.0054254,0.00570848,0.0074658,0.0124968,0.027457,0.016847,0.00330976,0.00410387,0.0045519,0.0037566,0.00205787,0.00718114,0.01266,0.0103229,0.00861995,0.00833563,0.0303308,0.0100124,0.00521111,0.00329294,0.00991222,0.00686845,0.0166546,0.0097891,0.0213402,0.0157598,0.013198,0.0154363,0.00911247,0.0121438,0.0197825,0.0123166,0.0161735,0.0139175,0.0202842
35,0.00819593,0.0359898,0.0212515,0.0120566,0.00728966,0.00318619,0.00556286,0.00580887,0.00734607,0.0124846,0.0289292,0.0170606,0.00340822,0.00408483,0.00445967,0.00661733,0.00389127,0.00635089,0.0122742,0.0102993,0.00854994,0.00820733,0.0304055,0.0105088,0.00527029,0.00326467,0.0104962,0.00699029,0.0165032,0.00990466,0.0204061,0.0161673,0.0130484,0.0149552,0.0092216,0.0137016,0.0205106,0.0131785,0.0166241,0.0140367,0.0212273
36,0.00799147,0.0357932,0.0210699,0.0122985,0.00640776,0.00304137,0.00565415,0.00583199,0.007172,0.0124623,0.0303202,0.0173411,0.00373772,0.00474572,0.00451347,0.0106631,0.0064102,0.00585089,0.012045,0.0101987,0.00844145,0.00804766,0.0305592,0.0111245,0.00544344,0.00321103,0.0111253,0.00706541,0.0163028,0.00995618,0.0191993,0.0168674,0.0128677,0.0144934,0.00923747,0.0154457,0.0215075,0.0142094,0.0166927,0.0139342,0.0217391
37,0.00792299,0.0356908,0.0209262,0.0125154,0.00513872,0.00295118,0.00567538,0.00577181,0.00698617,0.0124216,0.0314974,0.0175262,0.00416416,0.00598383,0.00499073,0.015629,0.00919583,0.00569045,0.0118197,0.00999058,0.00831478,0.00789086,0.0307269,0.0117298,0.00602911,0.00304993,0.0113798,0.00705348,0.0160971,0.00992028,0.0179163,0.0177382,0.012654,0.0138333,0.00929665,0.016909,0.022828,0.015397,0.0164422,0.0136409,0.0217921
38,0.00803543,0.0356655,0.0207895,0.0126661,0.00411796,0.00290957,0.00561093,0.00565413,0.00684948,0.012354,0.0323026,0.0175092,0.00473647,0.00740298,0.00588588,0.01997,0.0119066,0.00579644,0.0114798,0.00964247,0.0081679,0.00775286,0.0308454,0.0122749,0.00679478,0.00272342,0.0109331,0.00694056,0.0159201,0.0098079,0.0167546,0.0185544,0.0126321,0.0130249,0.00957327,0.0176918,0.0243403,0.016533,0.0160099,0.0132222,0.0214277
39,0.00831954,0.0356857,0.0206482,0.0127487,0.00403067,0.00291349,0.00546025,0.0055345,0.00681384,0.0122544,0.0326778,0.0172808,0.00548928,0.00860034,0.00687961,0.0218296,0.0141693,0.00595224,0.0109581,0.00917272,0.00798422,0.00762944,0.030863,0.0127761,0.00733938,0.00232826,0.00986682,0.00675746,0.0158012,0.00967415,0.0158532,0.0190824,0.0131063,0.01231,0.0100831,0.0177054,0.0257646,0.0173557,0.0155443,0.0127709,0.020763
40,0.00873077,0.0357051,0.0204964,0.0127364,0.0050746,0.00297966,0.00522606,0.00548048,0.00693087,0.0121211,0.032703,0.0169178,0.0063514,0.00930293,0.00767445,0.0205085,0.0157238,0.00601003,0.0102834,0.00863118,0.00773662,0.00748799,0.0307396,0.0132169,0.00756197,0.00209098,0.00867878,0.0065456,0.0157598,0.00958189,0.015249,0.0191591,0.0140283,0.0118776,0.010621,0.0172024,0.0267721,0.0177044,0.0151484,0.0123759,0.0199476
41,0.0091614,0.0356887,0.0203165,0.0125427,0.00685126,0.00312787,0.00494829,0.0055689,0.00723134,0.011975,0.0325537,0.016534,0.00720808,0.00945219,0.00819459,0.0173091,0.016468,0.00608494,0.00967736,0.00810922,0.00744021,0.00731832,0.0304783,0.013485,0.00763779,0.00218709,0.00793905,0.00634562,0.0158002,0.00957751,0.0148542,0.0187621,0.0150302,0.0117653,0.0109165,0.0166439,0.0271407,0.0175975,0.0148429,0.0121054,0.0191019
42,0.00951462,0.0356258,0.0201178,0.0120577,0.00884511,0.00338512,0.00467286,0.0058341,0.00770889,0.0118264,0.0324148,0.0161933,0.00798033,0.00917859,0.00850174,0.0145712,0.0164173,0.00642413,0.00956018,0.00767291,0.00713576,0.007119,0.0301382,0.0133916,0.00776239,0.00257391,0.00781723,0.00618586,0.0158922,0.00964151,0.0145504,0.0179898,0.01594,0.0119424,0.0109076,0.01647,0.0268524,0.0171919,0.0145821,0.0119718,0.0182629
43,0.00974549,0.035523,0.0199499,0.0112889,0.0105844,0.00375152,0.0044263,0.00623603,0.00830199,0.0116703,0.0323394,0.0158854,0.00864561,0.00872904,0.00859858,0.0132239,0.0156406,0.00700598,0.0103082,0.00731674,0.00685406,0.00688135,0.0298069,0.0128272,0.00799122,0.00306853,0.00805573,0.00609382,0.0159804,0.00971135,0.0142571,0.017002,0.0167432,0.0123493,0.010741,0.0169083,0.0260482,0.0167247,0.0142915,0.0119356,0.0174081
44,0.00988119,0.0353836,0.0198699,0.0104127,0.0117046,0.00418891,0.0041915,0.00668295,0.00893508,0.011481,0.0322162,0.01554,0.00918393,0.00843021,0.00834053,0.0123669,0.0142631,0.00748356,0.0116432,0.0069373,0.00657316,0.00655262,0.0295701,0.0118738,0.00825033,0.00348794,0.00832898,0.0060727,0.0159786,0.00968484,0.013981,0.0158978,0.0171294,0.012827,0.0105479,0.0178678,0.0249343,0.0164003,0.0138875,0.0118861,0.0164872
45,0.00996746,0.0352033,0.0199216,0.00964444,0.0121119,0.00462385,0.00393439,0.00707255,0.00952936,0.0112451,0.0318814,0.0151184,0.00960548,0.00888713,0.0076035,0.0113123,0.0125693,0.00763565,0.012631,0.0064376,0.00621775,0.00606992,0.0294641,0.0107723,0.00844011,0.00373317,0.00844895,0.00612759,0.0158192,0.00948767,0.0137349,0.0146903,0.0166443,0.0130752,0.01026,0.0190214,0.0236438,0.0163263,0.0133234,0.0117254,0.0154963
46,0.0099955,0.0349795,0.0201275,0.00902806,0.0121693,0.00497973,0.00362009,0.00731794,0.0100234,0.0109652,0.0314396,0.0147047,0.00995775,0.0106751,0.0064559,0.0101138,0.0110483,0.00775608,0.0124707,0.00580269,0.00570391,0.00541153,0.0294988,0.00977935,0.00847974,0.00380175,0.00835202,0.00624967,0.0154496,0.00908952,0.0134954,0.01337,0.0151803,0.0127915,0.00972432,0.0200254,0.0221658,0.016455,0.0125759,0.0113819,0.0144516
47,0.00990051,0.0347168,0.020516,0.00842574,0.0125238,0.00518368,0.00319545,0.00734677,0.0103701,0.0106395,0.0312947,0.0145519,0.0103325,0.0132213,0.00543055,0.00916725,0.0100495,0.0085316,0.0113518,0.00507935,0.00497248,0.00460791,0.0296901,0.00910427,0.00832486,0.00372279,0.00805077,0.00640501,0.0148371,0.00852516,0.0132125,0.0120776,0.0128442,0.0118336,0.00881381,0.0207481,0.0203525,0.0166162,0.0116142,0.0108172,0.0133398
48,0.00969015,0.0344453,0.0211436,0.00772196,0.0134063,0.00520295,0.00259862,0.00710419,0.0105559,0.0102476,0.0314856,0.0149569,0.010817,0.0149793,0.00572761,0.00893822,0.00968549,0.0103578,0.0105185,0.0043221,0.00400972,0.00371357,0.0300932,0.0088454,0.00800895,0.00349298,0.0075687,0.00651656,0.0139604,0.00786503,0.01291,0.0112019,0.00982473,0.010378,0.00750467,0.021362,0.0180548,0.0166083,0.0103659,0.00997235,0.0120733
49,0.00954155,0.0342123,0.0221189,0.0071118,0.0144476,0.00507978,0.00187436,0.00655953,0.0106211,0.00973677,0.0314308,0.0160742,0.011294,0.0147608,0.00755642,0.00971416,0.0107896,0.0129027,0.0106765,0.00362534,0.00278997,0.00282165,0.0307867,0.00887022,0.00762042,0.00308897,0.00689289,0.00649157,0.0128244,0.00719566,0.0127613,0.011246,0.00672091,0.00898541,0.00600493,0.0222244,0.0153272,0.0163031,0.00874482,0.00876697,0.0105407
50,0.00967496,0.0340903,0.023547,0.00712806,0.01524,0.00497774,0.00171831,0.00573941,0.0106893,0.00908313,0.0307275,0.0177954,0.0114838,0.012913,0.00953642,0.0113491,0.0141021,0.0152572,0.0110161,0.00332751,0.00129983,0.00251578,0.0318085,0.0088807,0.00721854,0.00255938,0.00598784,0.00626917,0.0114973,0.00662582,0.0130144,0.012426,0.0046521,0.00848735,0.00502403,0.0235846,0.0126131,0.0157128,0.00675466,0.00715372,0.00874315
51,0.0100405,0.034168,0.02543,0.00806796,0.0156996,0.00510038,0.00288781,0.0047463,0.0109266,0.00838859,0.0296406,0.0197796,0.0113082,0.0114078,0.0105857,0.0131967,0.0182513,0.0164512,0.0109952,0.00407085,0.00124754,0.00375509,0.0330779,0.0087,0.00679131,0.00206048,0.00486766,0.00588191,0.0101578,0.00632883,0.0137906,0.0144998,0.00419133,0.00934693,0.00539734,0.0252812,0.0108009,0.0150362,0.00464505,0.00531061,0.00697471
52,0.010399,0.0345039,0.0275968,0.00947154,0.0159516,0.00554387,0.0045541,0.00376376,0.0114516,0.0079142,0.0285809,0.0215332,0.0110807,0.011384,0.0104215,0.0146134,0.021386,0.0164225,0.0109934,0.00586762,0.00356121,0.0060028,0.0343802,0.00838739,0.00631268,0.00177146,0.00366095,0.00541606,0.00909152,0.00649713,0.0149903,0.0168574,0.0044791,0.0111904,0.00669633,0.0267145,0.010823,0.0146059,0.0030124,0.00385524,0.00581386
53,0.0106538,0.0350624,0.029766,0.0105466,0.0161433,0.0062164,0.00605178,0.00301323,0.0122335,0.00799113,0.027663,0.0225824,0.0112995,0.011649,0.00946317,0.0155215,0.0229668,0.0164659,0.0112844,0.00804634,0.00615573,0.00835905,0.0354516,0.00800002,0.00580636,0.00173512,0.00268075,0.00492639,0.00860498,0.0071748,0.0163567,0.0186595,0.00500553,0.0133847,0.00798418,0.0271584,0.012626,0.0147181,0.00266174,0.00370228,0.00563983
