Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH3,RTOE,RUA1,RUA2,RUA3
9,0.0123571,0.0381268,0.0348728,0.00419589,0.0100037,0.00486873,0.00241472,0.00228742,0.0107399,0.0113555,0.0305886,0.0133364,0.0144949,0.0142162,0.0121874,0.0227843,0.0090889,0.012801,0.020512,0.0040615,0.00724251,0.00678066,0.0292808,0.010937,0.00867345,0.00478759,0.00317173,0.00232767,0.00840128,0.00508025,0.0255454,0.0195698,0.0113017,0.010679,0.0103871,0.00910448,0.01719,0.0132274,0.000444327,0.0011988,0.00150434
10,0.0122103,0.0388441,0.0362491,0.0041761,0.010162,0.00555521,0.00327718,0.00202911,0.0116001,0.0119304,0.0313888,0.0154836,0.0135133,0.0149339,0.0126842,0.0224108,0.00746914,0.0133016,0.0207179,0.00565237,0.00920138,0.00941666,0.0312992,0.011715,0.00946151,0.0051025,0.00391468,0.00230989,0.00846204,0.00565396,0.0256829,0.0207353,0.0101937,0.00948216,0.00929225,0.0102982,0.0157596,0.0123834,0.00278622,0.00265699,0.00339145
11,0.0121352,0.0397072,0.0373028,0.00472815,0.0105965,0.00598983,0.00426322,0.00179237,0.0127494,0.0125495,0.031778,0.0169972,0.0123966,0.0157491,0.0131286,0.0216341,0.00626623,0.014376,0.020875,0.00683787,0.0109419,0.0112688,0.0332702,0.011768,0.0102863,0.00548922,0.00474558,0.00242938,0.00867194,0.0065043,0.0255654,0.0214912,0.00947287,0.00918453,0.00882403,0.0119693,0.0156472,0.0122051,0.00574155,0.00457128,0.00526199
12,0.012183,0.040524,0.0378487,0.00533576,0.0112517,0.00595651,0.00505251,0.00154783,0.0138585,0.0130624,0.0317388,0.0174256,0.0111953,0.0163193,0.0134047,0.0202343,0.00577471,0.0157457,0.020878,0.00763016,0.0119162,0.0120877,0.0349159,0.0112774,0.0110403,0.00591568,0.00549646,0.00272924,0.00909141,0.00754624,0.0253056,0.0215345,0.0096158,0.0103088,0.00938212,0.0134982,0.0171229,0.0125031,0.00810226,0.00620698,0.00675698
13,0.0121724,0.0411585,0.0379087,0.00575247,0.0120046,0.00584213,0.00537687,0.00125997,0.0145754,0.0132983,0.0313963,0.0167879,0.0099457,0.0165599,0.013467,0.0181302,0.0062323,0.0170173,0.020717,0.00816196,0.011946,0.0120791,0.03611,0.0106103,0.011568,0.00635103,0.00611301,0.00312179,0.00965991,0.00867567,0.0250121,0.0207889,0.0107035,0.0123947,0.0105558,0.0145448,0.0193323,0.0129867,0.00944235,0.00744953,0.00770701
14,0.0119813,0.0415766,0.0376563,0.00626039,0.0127223,0.00594376,0.00518907,0.000919675,0.0147189,0.013185,0.0308933,0.0155538,0.00870546,0.0165299,0.0133049,0.0154787,0.0073873,0.0178746,0.0204336,0.00851993,0.0113756,0.0116937,0.0368944,0.0100273,0.0117651,0.00675489,0.00658826,0.00346621,0.0101853,0.00973105,0.0247075,0.0195181,0.0119832,0.0144237,0.0115842,0.0150352,0.0211387,0.0133944,0.00968838,0.00851079,0.00809001
15,0.0116391,0.0418281,0.0372784,0.0070769,0.0133046,0.0059949,0.00471613,0.000545253,0.0143566,0.0127985,0.0303118,0.0143437,0.00758421,0.0162976,0.0129138,0.0127215,0.00885742,0.0182285,0.0200812,0.00870619,0.0108194,0.0112881,0.0374124,0.00954318,0.0116293,0.00706265,0.00682722,0.00364734,0.0104335,0.010511,0.0243653,0.0182959,0.0127108,0.0157249,0.0119614,0.015087,0.0217801,0.0135996,0.00913295,0.009559,0.00799297
16,0.0112255,0.0419938,0.0368646,0.00778947,0.0137098,0.00571223,0.00434181,0.000546213,0.0137471,0.012329,0.0296824,0.0135486,0.00672559,0.0158809,0.0122856,0.0104841,0.0103142,0.018173,0.0197019,0.0087199,0.010616,0.0109806,0.0378034,0.00900243,0.0112343,0.00720342,0.00665927,0.00361819,0.0102682,0.0108541,0.0239463,0.0178181,0.0126489,0.0160553,0.0115807,0.0148985,0.0211939,0.0136134,0.00824641,0.0103733,0.00754584
17,0.0107988,0.0421428,0.0363852,0.00796606,0.0139438,0.005067,0.00440643,0.00137678,0.0131853,0.0119975,0.0290236,0.0131936,0.0062338,0.0152629,0.0114265,0.00928458,0.0114639,0.0178603,0.0193293,0.008605,0.0105958,0.0107467,0.0381248,0.00825606,0.0106784,0.00715872,0.00600447,0.00346842,0.00973295,0.0107192,0.0234117,0.0185446,0.0119211,0.0154866,0.0106737,0.0146205,0.0198405,0.0134972,0.00741522,0.010499,0.00686611
18,0.0103439,0.0423119,0.0357646,0.00774262,0.0140332,0.00414545,0.00499783,0.00260106,0.0128493,0.0119673,0.0283516,0.0131193,0.00608602,0.0144419,0.0103678,0.00911932,0.0121524,0.0173872,0.0189906,0.00842966,0.0104492,0.010549,0.0383474,0.00744033,0.0100499,0.0070016,0.00498154,0.00345724,0.00901238,0.0101998,0.0227399,0.0203067,0.0107569,0.0142661,0.00985459,0.014333,0.0182666,0.0133027,0.00679108,0.00963526,0.00604034
19,0.0098008,0.0425046,0.0349842,0.00755573,0.01401,0.00320372,0.00582531,0.00400024,0.0127401,0.0122759,0.0276607,0.0131905,0.00613331,0.0134621,0.00917613,0.00946102,0.0124197,0.0167277,0.0186947,0.00824807,0.0100557,0.0103814,0.0384107,0.00702496,0.00941472,0.00684303,0.00384284,0.00382398,0.00831193,0.00946389,0.0219433,0.0223376,0.00939607,0.0126426,0.00981167,0.0140844,0.0168282,0.0130706,0.00631731,0.00782979,0.00513372
20,0.00917605,0.0427009,0.0341227,0.00761352,0.0139056,0.00285997,0.00644146,0.00536395,0.0127431,0.0128229,0.0269291,0.0133369,0.00619398,0.0123868,0.00796373,0.00976936,0.0124227,0.0157708,0.0184095,0.00808836,0.00947761,0.0102462,0.0382908,0.00723764,0.00881274,0.00672368,0.00282923,0.00450846,0.00776688,0.0086787,0.0210913,0.0238944,0.00809684,0.010719,0.0101638,0.013885,0.0156435,0.0128496,0.00586655,0.00546703,0.00421802
21,0.00857452,0.0428722,0.0333028,0.00783873,0.0137493,0.00338098,0.00660359,0.00650478,0.0127349,0.0134298,0.0261445,0.0135014,0.00614234,0.0112552,0.00684874,0.00983101,0.0123109,0.0144595,0.0180814,0.00796408,0.008833,0.0101107,0.0380227,0.00776136,0.00823546,0.00658312,0.00207862,0.00528058,0.00744577,0.0079692,0.0202945,0.0248371,0.00714498,0.00860342,0.00988739,0.0137089,0.0146887,0.0127024,0.00539275,0.00330973,0.00340604
22,0.00811481,0.0429944,0.0325987,0.00809234,0.0135689,0.0040348,0.00641729,0.00730508,0.0126546,0.0139223,0.0253178,0.0136279,0.0059394,0.0100667,0.0058697,0.00976237,0.0121543,0.0128772,0.0176834,0.00789655,0.00821262,0.00990038,0.0376752,0.00829277,0.00762112,0.00633855,0.00163087,0.00598039,0.00739305,0.00742323,0.0196698,0.0255516,0.00723628,0.0068999,0.00902323,0.0135195,0.0139624,0.0126698,0.00501633,0.0029698,0.00289592
23,0.00784759,0.0430471,0.0320092,0.00825786,0.0133849,0.00427865,0.00616695,0.00773775,0.0125091,0.0141847,0.0245054,0.0137106,0.00560862,0.00879931,0.00502816,0.00980973,0.0119673,0.0112027,0.0172177,0.00793419,0.00766004,0.00955165,0.0373016,0.00881272,0.00691373,0.00597453,0.00147099,0.00655568,0.00763466,0.00710419,0.0193396,0.026313,0.0090387,0.00622263,0.00866585,0.0132836,0.013576,0.0126913,0.00495815,0.00457363,0.00294731
24,0.00775345,0.043014,0.0314853,0.00827284,0.0132165,0.0040687,0.00601064,0.00786406,0.0123257,0.0141778,0.0237948,0.0137962,0.00520242,0.00746958,0.00442347,0.0101153,0.011777,0.00962371,0.0167104,0.00811244,0.00716505,0.00905239,0.0369105,0.00918267,0.00612303,0.00554517,0.00155984,0.0070073,0.00814779,0.00703637,0.0193855,0.0267371,0.0113519,0.00956943,0.011919,0.0129778,0.0136907,0.0126029,0.00533883,0.00648766,0.00359169
25,0.00778086,0.0428852,0.0309739,0.00816974,0.0130845,0.0036082,0.00589844,0.00780582,0.0121037,0.0139456,0.0232633,0.0139297,0.00476446,0.00619278,0.00417427,0.0106381,0.0116669,0.00832068,0.0161947,0.00840458,0.00668069,0.00844041,0.0364766,0.00885703,0.00535395,0.00510183,0.00186448,0.0073396,0.00885699,0.00719832,0.0197835,0.0259878,0.0124458,0.0176807,0.0195131,0.012615,0.0143425,0.0122248,0.00606696,0.0082259,0.00458536
26,0.00789784,0.0426623,0.030444,0.00804736,0.0130008,0.00311697,0.0057372,0.00769465,0.0118087,0.0135974,0.0229401,0.0141172,0.00433773,0.00520488,0.00424287,0.011228,0.0117548,0.00749129,0.0156975,0.00872874,0.00617521,0.00777132,0.0359764,0.00760306,0.00476751,0.00464381,0.00235181,0.00754933,0.00966781,0.00753863,0.0203778,0.023695,0.0120406,0.0243065,0.0255153,0.0122717,0.0153465,0.0114748,0.00695651,0.00971186,0.00570145
27,0.00811349,0.0423611,0.0298898,0.0079882,0.0129446,0.00271838,0.0055069,0.00762284,0.0113994,0.0132519,0.0228036,0.0143262,0.00401333,0.00477898,0.0044937,0.0117288,0.0121249,0.00726987,0.0152407,0.00900283,0.00569241,0.00708243,0.0354134,0.00622437,0.00447447,0.00415455,0.00296483,0.00764206,0.0105034,0.00798616,0.0209404,0.0205837,0.0113992,0.0241661,0.0245526,0.0120462,0.016393,0.0104165,0.00785645,0.010944,0.00681217
28,0.0084446,0.042011,0.0293183,0.00802255,0.0128595,0.00244648,0.00525031,0.00762608,0.0108607,0.0129773,0.022801,0.0145039,0.00389834,0.00497974,0.00480629,0.012047,0.0127757,0.00757315,0.0148502,0.00919502,0.00537303,0.00638508,0.0348177,0.00554321,0.004461,0.00366303,0.00363752,0.00764768,0.0113189,0.0084594,0.0212914,0.0179713,0.0116846,0.0176652,0.016773,0.0119681,0.0172218,0.00926104,0.00868224,0.0119418,0.00786048
29,0.00886649,0.0416395,0.028749,0.00815804,0.0126827,0.00228949,0.00501259,0.0076869,0.0102187,0.0127699,0.0228917,0.0146024,0.0039779,0.0055583,0.00509583,0.0122021,0.0136274,0.00817824,0.0145518,0.0093209,0.00537837,0.00569545,0.0342175,0.00503591,0.00467747,0.00322457,0.00431332,0.00760983,0.0120954,0.0088782,0.0213932,0.016663,0.0126301,0.0119454,0.00853534,0.0119675,0.0177231,0.00836293,0.00939725,0.0127348,0.00883088
30,0.00929757,0.0412688,0.0282061,0.00840553,0.0123918,0.00223512,0.0048174,0.0077679,0.00953115,0.0125912,0.023065,0.0145918,0.00412953,0.0062049,0.00534186,0.0123074,0.0145438,0.00894485,0.0143657,0.00941106,0.00573793,0.00508499,0.0336221,0.0043473,0.00511188,0.00286013,0.00495732,0.00757169,0.0128184,0.00919516,0.0213362,0.0165174,0.0134957,0.0124885,0.00753282,0.0119342,0.0179202,0.00808447,0.00998982,0.0133606,0.00973249
31,0.00964851,0.0409079,0.0277079,0.00872328,0.0120216,0.00226568,0.00465907,0.00782724,0.00886224,0.0124071,0.0233482,0.0144563,0.00427039,0.00670838,0.00556355,0.0124653,0.015351,0.00985645,0.0142961,0.00947457,0.00630354,0.00467869,0.0330192,0.0039946,0.00573643,0.00255043,0.0055425,0.00754892,0.0134667,0.00940074,0.0212732,0.0168088,0.0139354,0.0136198,0.00837187,0.0117898,0.0178843,0.00846031,0.0104669,0.0138399,0.0105878
32,0.00988552,0.0405594,0.0272528,0.00897106,0.0116231,0.00233953,0.00451994,0.00783392,0.00825598,0.0122161,0.0237845,0.0141835,0.00439385,0.00695918,0.005758,0.0126505,0.015849,0.0108723,0.0143326,0.00950069,0.00687043,0.0045603,0.0323998,0.00408252,0.00643018,0.00228958,0.00604311,0.00752275,0.0140162,0.00951017,0.0213734,0.0168255,0.0139641,0.0136413,0.0084981,0.01153,0.0176745,0.00919206,0.0108678,0.0141656,0.0114226
33,0.0100524,0.0402264,0.0268168,0.00900427,0.0112054,0.0024011,0.0043881,0.00777762,0.00773024,0.012048,0.0243928,0.0137732,0.00451836,0.0069373,0.00589537,0.0127034,0.0158398,0.0117936,0.014438,0.00947392,0.00728293,0.0046747,0.0317918,0.0044208,0.007005,0.00208095,0.00643781,0.00745231,0.0144501,0.00953808,0.0217809,0.0163382,0.0137506,0.0137899,0.00926899,0.011218,0.017341,0.010006,0.0112731,0.0143209,0.0122526
34,0.010238,0.0399181,0.0263656,0.00885115,0.0107205,0.00242078,0.00426883,0.00767264,0.00729057,0.0119434,0.0251317,0.0132501,0.00464808,0.00668869,0.00595194,0.012432,0.0151799,0.0123088,0.0145346,0.00938108,0.00746367,0.00487657,0.0312705,0.00524556,0.00729527,0.00191693,0.00672121,0.00730164,0.0147689,0.00949927,0.0225414,0.0155818,0.0134038,0.0140061,0.00973895,0.0109374,0.0169554,0.0108178,0.0117892,0.0143176,0.0130848
35,0.010511,0.0396479,0.0258775,0.00872752,0.0101116,0.00241658,0.0041891,0.00755035,0.00694655,0.0119334,0.0259068,0.0126675,0.00475635,0.00628629,0.00592051,0.0117328,0.0138391,0.012168,0.0145254,0.00921795,0.00741619,0.0050548,0.0309255,0.00642147,0.00722223,0.0018123,0.0069087,0.00706846,0.0149935,0.00942766,0.0235404,0.0149071,0.0129107,0.0140864,0.00944482,0.010744,0.0166102,0.0116758,0.0124983,0.0142171,0.0139317
36,0.0108651,0.0394245,0.0253654,0.00883587,0.00938524,0.00242801,0.0041823,0.00744489,0.00671106,0.0120243,0.0266468,0.0120954,0.00480496,0.00581345,0.00580556,0.0106911,0.0119458,0.0113356,0.0143382,0.00900123,0.00721829,0.00518073,0.030799,0.00727222,0.00680198,0.0017988,0.0070329,0.00680078,0.015157,0.00937531,0.0245653,0.014509,0.0122478,0.0141275,0.00894805,0.010672,0.0163728,0.0126294,0.0134053,0.0141127,0.0148211
37,0.0112158,0.0392438,0.0248704,0.00921464,0.00861052,0.0024669,0.00426533,0.00738187,0.00658031,0.0121927,0.0273837,0.0116029,0.00476493,0.0053618,0.00559704,0.00961914,0.00978191,0.0100039,0.0139775,0.00878086,0.00699807,0.00528471,0.030857,0.00737863,0.00614986,0.00184971,0.00712219,0.00657276,0.0152845,0.00938294,0.025475,0.0143909,0.0114944,0.0140559,0.00878281,0.0107922,0.0162573,0.0136579,0.01442,0.014076,0.015772
38,0.0114786,0.0390947,0.0244157,0.0097499,0.00789721,0.00250978,0.00442901,0.00737552,0.00653298,0.0123971,0.0281882,0.0112304,0.00466305,0.00507015,0.00527867,0.00892253,0.00770355,0.00848945,0.0135334,0.00860994,0.00687236,0.00540201,0.0310101,0.00690811,0.00543337,0.00188659,0.00718754,0.00642973,0.0153875,0.00945556,0.0262601,0.0144604,0.010794,0.0137718,0.00906756,0.0112142,0.0162073,0.0146918,0.0154062,0.0141229,0.016764
39,0.0116149,0.0389609,0.0240142,0.0102704,0.00735458,0.00252994,0.00465078,0.00742926,0.00653534,0.0125899,0.029137,0.0109911,0.0046623,0.00520196,0.00493129,0.00882693,0.00604503,0.00709163,0.0131083,0.00853673,0.00690119,0.00555034,0.031148,0.00637849,0.00484629,0.00187274,0.00723483,0.00638645,0.0154777,0.00957205,0.0270204,0.0146454,0.0102659,0.013301,0.00959993,0.0120051,0.0161264,0.0156707,0.016241,0.0142283,0.0177346
40,0.0116527,0.0388352,0.0236583,0.0106788,0.00703817,0.00253128,0.00490027,0.00753527,0.00656619,0.0127216,0.0302689,0.0108578,0.00502222,0.00603811,0.00483229,0.00926084,0.00507153,0.00596569,0.0127664,0.00855771,0.00707179,0.00571794,0.0312044,0.00620066,0.00461593,0.00182145,0.00726938,0.00642023,0.0155571,0.00969083,0.0278898,0.0149089,0.009969,0.0127014,0.0101617,0.0130873,0.015937,0.0166068,0.0168468,0.0143448,0.0185853
41,0.0116547,0.0387209,0.0233244,0.011009,0.00693479,0.00254248,0.00514174,0.00768346,0.00663018,0.0127498,0.0315483,0.0107756,0.00580766,0.00748053,0.00528429,0.00997898,0.0050109,0.00513121,0.0125111,0.00861619,0.00733036,0.00587575,0.0311818,0.00647163,0.00494799,0.00175787,0.00728946,0.00648309,0.0156048,0.00977707,0.0289672,0.0152178,0.00994123,0.01202,0.0107417,0.0142589,0.0156451,0.0175624,0.0171823,0.0144178,0.0192093
42,0.0116705,0.038621,0.0230056,0.011324,0.00700243,0.00258934,0.00534064,0.00786261,0.0067312,0.0126587,0.0328595,0.0107039,0.0067738,0.00906499,0.00619353,0.0106748,0.00591167,0.00461987,0.012293,0.00865222,0.00760345,0.00599377,0.0311108,0.00708698,0.00586747,0.00171284,0.00728359,0.00653288,0.015589,0.00981986,0.0302678,0.0155321,0.0102432,0.0113271,0.0114532,0.0153087,0.0153723,0.01855,0.0172207,0.0143939,0.019526
43,0.0117241,0.0385447,0.0227013,0.0115693,0.00724712,0.00269049,0.00547579,0.00806878,0.00687698,0.0124668,0.0340776,0.0106104,0.00766323,0.0103429,0.00717071,0.0111031,0.0075118,0.0046036,0.0120424,0.0086245,0.00782406,0.00605084,0.0310398,0.00783524,0.00720711,0.00171484,0.00724315,0.00653427,0.0154757,0.00981051,0.0317048,0.0157924,0.0109244,0.0107358,0.0123568,0.0160595,0.0153195,0.0194477,0.0169508,0.0142238,0.0194905
44,0.0118225,0.0385059,0.0224216,0.0115585,0.00770052,0.00285304,0.00554731,0.00830212,0.00706005,0.0122248,0.0351322,0.0104743,0.00843334,0.0110974,0.0079356,0.0112747,0.00946897,0.00522159,0.0117849,0.00852703,0.00795118,0.00604812,0.030994,0.00847912,0.00872465,0.00177845,0.0071949,0.0064889,0.0152687,0.00975526,0.0330449,0.0159507,0.0119192,0.0103771,0.0133631,0.0163927,0.0156673,0.0200527,0.0163974,0.0139038,0.0191171
45,0.0119565,0.0385045,0.0221778,0.0111422,0.00834583,0.00305575,0.00554951,0.00854161,0.00727078,0.0119784,0.0360303,0.0102807,0.00919309,0.01134,0.00841362,0.0114613,0.0115248,0.00628926,0.0117233,0.00835997,0.0079781,0.00598938,0.0309996,0.00882313,0.0101759,0.00185668,0.0071598,0.00639717,0.0149859,0.00964018,0.0339913,0.0159689,0.0130398,0.0103101,0.0142991,0.0162719,0.0164623,0.0202202,0.0156158,0.013466,0.0184438
46,0.0120982,0.0385238,0.0219853,0.0104349,0.00913193,0.00325525,0.0054708,0.0087497,0.0074929,0.0117582,0.0368057,0.0100317,0.0100074,0.0112054,0.00863867,0.0119149,0.0134825,0.00747469,0.0121558,0.0081346,0.0079138,0.00588207,0.0310633,0.00878812,0.0113357,0.00188122,0.00713447,0.00625254,0.0146656,0.00947083,0.0342933,0.0158193,0.0140648,0.0104554,0.0150206,0.0158058,0.0175586,0.0199769,0.0146855,0.0129755,0.017528
47,0.0122112,0.0385481,0.0218482,0.00980638,0.00995649,0.0034103,0.00530807,0.00888913,0.00771635,0.0115858,0.0373935,0.00972511,0.0108492,0.0108713,0.00865091,0.0125958,0.0151163,0.00854891,0.0132101,0.00786875,0.00776702,0.00573628,0.0311844,0.00843568,0.0120308,0.00181962,0.00707965,0.00602684,0.0143434,0.00926323,0.0338782,0.0154659,0.0148253,0.0106105,0.0154686,0.015246,0.0186851,0.0194954,0.0136956,0.0124919,0.0164313
48,0.0122653,0.0385608,0.0217768,0.0095935,0.0105541,0.00349189,0.00506855,0.00892983,0.00792392,0.0114773,0.0375378,0.00934402,0.0117071,0.0105554,0.00844986,0.0131926,0.016129,0.00940711,0.0144916,0.00759048,0.00753192,0.00555633,0.0313406,0.00791944,0.0121559,0.00167813,0.00693966,0.00570429,0.0140423,0.00901295,0.0328809,0.0148787,0.015232,0.010549,0.0156291,0.0149204,0.0195882,0.0189559,0.0127194,0.0120502,0.015219
49,0.0122608,0.0385354,0.0217852,0.00986961,0.0106657,0.00349074,0.0047519,0.00884993,0.00810691,0.0114243,0.0369119,0.0088517,0.012616,0.0105625,0.0079791,0.0133286,0.016237,0.0100243,0.0150799,0.00729782,0.0071888,0.00531583,0.0314996,0.00737078,0.0116854,0.00147594,0.00667006,0.00530068,0.0137589,0.00866365,0.0315699,0.0140362,0.0152897,0.0101302,0.0154843,0.0150901,0.0201269,0.0184011,0.0117983,0.0116397,0.0139459
50,0.0122068,0.0384473,0.0219172,0.0103796,0.0104542,0.00339557,0.00435085,0.00864129,0.00824281,0.0114005,0.0354895,0.00829132,0.0135507,0.0113067,0.00716748,0.0128078,0.0153753,0.0104902,0.0142063,0.00698479,0.00672203,0.00498296,0.0316157,0.0068717,0.0106826,0.00122807,0.00627283,0.00491563,0.0134846,0.00817176,0.0302028,0.0129902,0.0150877,0.00935135,0.0150054,0.0158349,0.0202551,0.0177485,0.0109698,0.0112487,0.0126869
51,0.0121132,0.0382822,0.0221798,0.0105892,0.0103998,0.00319903,0.00387017,0.00831676,0.00832533,0.0113807,0.0336216,0.00786852,0.0143737,0.0130502,0.00595472,0.0117518,0.0138807,0.0110789,0.0120592,0.00662411,0.00615478,0.00454051,0.0316733,0.00650812,0.00920827,0.000980669,0.00578861,0.00464336,0.0131968,0.00756854,0.0289355,0.0118911,0.0146612,0.00822749,0.0140932,0.0170255,0.0199473,0.0168974,0.0102351,0.0108541,0.0115071
52,0.0119589,0.0380315,0.0225964,0.010062,0.0108175,0.00289409,0.00328982,0.00788633,0.00836314,0.0113165,0.031803,0.00795357,0.0148658,0.0152917,0.00446871,0.010592,0.0124255,0.0120792,0.00992061,0.0061695,0.0055115,0.00396585,0.0316981,0.00631212,0.0074077,0.000860959,0.00527838,0.00450934,0.0128618,0.00695803,0.0278276,0.0109819,0.013976,0.00681723,0.0127021,0.0184654,0.0192465,0.0157944,0.00953363,0.0104078,0.0104361
53,0.0117137,0.0377122,0.0232062,0.00874561,0.0115719,0.00251216,0.00255845,0.00734445,0.00840142,0.0111384,0.0302429,0.00884922,0.0149059,0.0168027,0.00358263,0.00989878,0.0118188,0.0135281,0.00903512,0.0055595,0.00479744,0.00321971,0.0318017,0.00624471,0.0055325,0.000955731,0.00478081,0.00440995,0.0124269,0.00643896,0.0268968,0.0104973,0.012925,0.00525918,0.0108978,0.0200538,0.0182717,0.0144287,0.00872264,0.00980782,0.00941925
