Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH3,RTOE,RUA1,RUA2,RUA3
9,0.0119136,0.0375425,0.0362039,0.00683509,0.0096757,0.00753629,0.00419866,0.00284602,0.0109985,0.0124332,0.0313496,0.0189023,0.0166418,0.0136823,0.0122917,0.0295177,0.0187335,0.00422931,0.0295888,0.00773234,0.0125152,0.0101743,0.0377838,0.0154892,0.0163836,0.00641707,0.00763021,0.00624058,0.0144279,0.00887699,0.0238939,0.01969,0.00233329,0.00759292,0.00748393,0.00456066,0.0144058,0.00931091,0.00887547,0.00952047,0.0115961
10,0.0112995,0.0384615,0.0359323,0.00770148,0.00909077,0.00880158,0.00510297,0.00315737,0.0126255,0.0113668,0.0310383,0.0182948,0.0189671,0.0170902,0.0134791,0.0306318,0.018476,0.00970592,0.0278399,0.00760083,0.0122083,0.0115067,0.0396619,0.0140677,0.0154329,0.00707765,0.00884897,0.00635639,0.015313,0.0105255,0.0240949,0.0193657,0.00153633,0.00648887,0.00652161,0.00846929,0.0137048,0.00739675,0.0108119,0.0106204,0.013103
11,0.0106775,0.0393892,0.0351422,0.00865508,0.00791238,0.0100573,0.00573899,0.00352855,0.0136328,0.0102083,0.0308779,0.0165906,0.0214542,0.0207374,0.0146816,0.0310839,0.0188867,0.0149947,0.0258476,0.00743139,0.0107801,0.0115325,0.0408046,0.0122351,0.0149461,0.00730082,0.00947048,0.00579298,0.0155626,0.0118879,0.0236131,0.017712,0.00478016,0.00690986,0.00656183,0.0129266,0.0153365,0.00735616,0.0118241,0.0106923,0.0134839
12,0.0101404,0.0401618,0.0340372,0.00944344,0.0064289,0.0107893,0.00597996,0.003642,0.0138326,0.00922345,0.0310582,0.0148434,0.0239867,0.0245314,0.0160676,0.0300344,0.0199623,0.0197775,0.0237239,0.00751311,0.00889752,0.0108592,0.0412891,0.0108962,0.0151733,0.00702119,0.00934284,0.00481066,0.0152071,0.0125828,0.0227984,0.0153459,0.00815103,0.00956515,0.00758664,0.0165066,0.0179667,0.00820237,0.011588,0.00983217,0.012892
13,0.00950089,0.0406881,0.0328718,0.00973275,0.00515104,0.0106046,0.00581315,0.00326764,0.0133571,0.00877245,0.03159,0.0138687,0.0261694,0.0281531,0.0173728,0.027079,0.0213434,0.0239254,0.0215945,0.00772174,0.00742598,0.0101239,0.0414008,0.0106116,0.0158512,0.00629558,0.00857671,0.003744,0.0144362,0.0122872,0.02221,0.0132347,0.0105819,0.0129912,0.00885391,0.018373,0.0204251,0.00955012,0.0102458,0.0085669,0.0117278
14,0.00853288,0.0409904,0.0318114,0.0094332,0.00479989,0.00946325,0.00524011,0.00234656,0.0125176,0.00899621,0.032266,0.0138287,0.0275615,0.0310649,0.0181981,0.0226154,0.0223844,0.0273056,0.0195533,0.00764179,0.00652433,0.00962486,0.0414558,0.0110411,0.0166842,0.00530867,0.00747999,0.00277382,0.0134864,0.0109812,0.0220514,0.0119472,0.0110978,0.015049,0.00920163,0.0185452,0.021743,0.0109198,0.0083574,0.00739333,0.0103476
15,0.0072208,0.0411549,0.0309258,0.00887185,0.00561037,0.00767472,0.00429365,0.00128356,0.0116467,0.00972648,0.0328133,0.0143881,0.0279544,0.0327728,0.0184083,0.0178217,0.0225755,0.0297293,0.0176025,0.00698116,0.0058081,0.00932583,0.0416047,0.0115948,0.0173942,0.00433806,0.00637714,0.00196695,0.0125526,0.00902922,0.0222407,0.0114905,0.0095913,0.0146873,0.00812104,0.0179135,0.0216721,0.0116904,0.00661689,0.00646981,0.00889772
16,0.00575263,0.0412436,0.0302092,0.00855854,0.00686862,0.00566444,0.00313368,0.00195678,0.0109754,0.0107086,0.0330821,0.0151218,0.0274538,0.0330853,0.0181769,0.0141795,0.0218188,0.0310787,0.0158385,0.00574808,0.00519901,0.00900352,0.0418125,0.0119626,0.0176701,0.00368209,0.00544382,0.0016532,0.0117631,0.00701113,0.0226956,0.0117197,0.00689288,0.0121284,0.00596272,0.0173269,0.020712,0.011555,0.0055559,0.00578856,0.00741161
17,0.00438963,0.0412358,0.0296473,0.00875431,0.00783045,0.0037624,0.00211904,0.00369071,0.0105705,0.0117391,0.0330574,0.015835,0.0263807,0.0321366,0.0176718,0.0126099,0.0204167,0.0313971,0.0145982,0.004209,0.00485968,0.00847364,0.0419472,0.0119563,0.0172681,0.0035063,0.00468873,0.0021586,0.0111701,0.00537932,0.0234199,0.0124366,0.00455658,0.00849953,0.0037917,0.0165496,0.0193778,0.0105085,0.00531304,0.00549057,0.00598407
18,0.00332545,0.0410518,0.0292648,0.00930414,0.00808406,0.00213441,0.00189431,0.00526537,0.0103423,0.0126841,0.032744,0.0166044,0.0250965,0.0302065,0.0167156,0.0127994,0.018838,0.0308678,0.0142155,0.00288445,0.00471203,0.00773677,0.0418932,0.0114457,0.0161283,0.00375042,0.00410441,0.00306098,0.0107681,0.00425671,0.0243621,0.0135398,0.0040269,0.00502265,0.0032883,0.0148776,0.017782,0.0088021,0.00563264,0.00583047,0.00483315
19,0.00267652,0.0406369,0.0291155,0.00988017,0.0074951,0.000825338,0.00267121,0.00638027,0.0101536,0.013465,0.0321045,0.0175918,0.0237985,0.0275475,0.0149765,0.0138407,0.0173814,0.0297113,0.0146096,0.00285331,0.00458049,0.00694153,0.0415948,0.0106782,0.0142723,0.00424802,0.00379029,0.00402313,0.0105521,0.00359549,0.0252458,0.0151001,0.00467039,0.00246294,0.00450271,0.012404,0.0158783,0.00723075,0.00615135,0.00670943,0.00419815
20,0.00250671,0.0400196,0.0292215,0.0103055,0.00614219,0.000428278,0.0037788,0.00700601,0.00992986,0.0140322,0.0310695,0.0188139,0.0224473,0.0243585,0.0125579,0.0149929,0.0159406,0.0280809,0.0153723,0.0043679,0.00453758,0.00623836,0.0410342,0.0104372,0.0116992,0.00482953,0.00388731,0.00493508,0.0105466,0.00338318,0.0255669,0.0169601,0.00562325,0.00224013,0.00591679,0.00996883,0.0137077,0.00733312,0.00661445,0.00765124,0.00414536
21,0.00275442,0.0392929,0.0295237,0.0106401,0.00435044,0.00126169,0.0047858,0.00726494,0.00967406,0.0143619,0.029558,0.0199868,0.0209423,0.0208411,0.0100991,0.0155778,0.014127,0.0260261,0.0161753,0.00645308,0.00487095,0.00570421,0.0402061,0.0110175,0.00868612,0.00532318,0.00439304,0.00572699,0.010781,0.00359395,0.02479,0.018344,0.00693596,0.00428913,0.00713696,0.00833016,0.0114841,0.00958639,0.00691276,0.00827148,0.00453862
22,0.00324563,0.0385441,0.0298979,0.0109551,0.00322662,0.00196532,0.0055439,0.00733239,0.00942373,0.0144698,0.0275103,0.0207009,0.019306,0.0172208,0.00811465,0.0149469,0.0116761,0.0235128,0.0169121,0.00860157,0.0057429,0.0054248,0.0391246,0.0115578,0.0063495,0.00557703,0.00513499,0.00632642,0.0112473,0.00411823,0.0226013,0.0182654,0.00843607,0.00683899,0.00831596,0.00812468,0.00983119,0.0127072,0.00706783,0.00849128,0.00523099
23,0.00381746,0.0378109,0.0302102,0.0111181,0.00454409,0.00245621,0.00608084,0.00736859,0.00920896,0.0144104,0.0249712,0.0208415,0.0176256,0.0136987,0.00647805,0.0127951,0.00879856,0.0204462,0.0175908,0.0105643,0.00699485,0.00556956,0.0378301,0.0115508,0.00617523,0.00550739,0.00594562,0.00668932,0.011898,0.0048378,0.019103,0.0165153,0.00968848,0.00944683,0.00943647,0.00941224,0.00959645,0.0155826,0.00720341,0.00849055,0.0061619
24,0.00435051,0.0370767,0.0303305,0.0109083,0.00717515,0.00271858,0.00648943,0.00748197,0.00902651,0.0142506,0.0222216,0.0206739,0.0159049,0.0104158,0.00486602,0.0094113,0.00643817,0.0167362,0.0182226,0.0121691,0.00831037,0.00623215,0.0363919,0.0115749,0.00743351,0.00509894,0.00676881,0.00680284,0.0126763,0.00568097,0.015007,0.014015,0.0104656,0.0119297,0.0101573,0.0109222,0.0105242,0.0175738,0.00750389,0.00857856,0.0073235
25,0.00478806,0.0362908,0.0301385,0.0101883,0.00973269,0.00276794,0.00681826,0.00770165,0.00884381,0.0140507,0.0198579,0.0204813,0.0140553,0.00748432,0.00336236,0.00554667,0.00601714,0.012476,0.0187466,0.0133125,0.00941484,0.00725014,0.0348985,0.0121861,0.00858918,0.00438521,0.00764329,0.00669641,0.0135367,0.00662202,0.0122755,0.01205,0.0110231,0.0144208,0.0102681,0.0115952,0.0114294,0.0183667,0.00812528,0.00902893,0.00871312
26,0.00516259,0.0354038,0.0295572,0.00894073,0.0116039,0.0026396,0.00704598,0.00795731,0.00862065,0.0138666,0.0185637,0.0202903,0.0120533,0.00512538,0.00264504,0.00215769,0.00717637,0.00830017,0.019033,0.0139707,0.0101515,0.00830455,0.033436,0.013118,0.00916347,0.00350167,0.00862563,0.00649081,0.0144438,0.00765823,0.0135073,0.0112831,0.0118822,0.017214,0.00996691,0.0114065,0.0120319,0.0180028,0.00911194,0.00993939,0.0103084
27,0.00555366,0.0344097,0.0286014,0.00727354,0.0125336,0.00238802,0.00713737,0.00810796,0.00834045,0.0137481,0.0185883,0.0199274,0.0101271,0.00395275,0.00310936,0.00170015,0.00827643,0.00593869,0.0189258,0.014192,0.0104918,0.00912599,0.0320862,0.0138154,0.00940705,0.00285735,0.00970363,0.00639001,0.0153504,0.00873774,0.0175553,0.0114873,0.0133014,0.0201064,0.00970329,0.01086,0.0134347,0.0169267,0.0103732,0.0112062,0.0120393
28,0.00597018,0.0333711,0.027383,0.0054278,0.0125554,0.00208028,0.00710202,0.00802447,0.00802296,0.0137181,0.0196015,0.0191963,0.00865406,0.00429967,0.00375816,0.0030427,0.00858957,0.0063757,0.0183346,0.0140587,0.0104972,0.00960134,0.0309501,0.0138927,0.00979479,0.00303786,0.0107595,0.00652234,0.016173,0.00972739,0.0212946,0.0119702,0.0152308,0.0222518,0.0098038,0.0105967,0.0164588,0.0159802,0.0117195,0.0126129,0.0137642
29,0.00633581,0.032415,0.0261069,0.00376454,0.0119149,0.00178429,0.00701855,0.00767632,0.00771534,0.0137467,0.0211896,0.0180366,0.00765206,0.00494091,0.00384598,0.00341748,0.007981,0.00698487,0.0172934,0.0136563,0.0102596,0.00978331,0.0301241,0.013265,0.0100163,0.00386533,0.0116317,0.00683122,0.0168115,0.0104828,0.0230613,0.0122892,0.0175824,0.0229475,0.0103049,0.0111248,0.0201103,0.0159745,0.0129286,0.0139256,0.0152969
30,0.00657552,0.0316891,0.0249831,0.00277192,0.0110687,0.00152724,0.00700216,0.00716112,0.0074359,0.0137782,0.0231026,0.0165908,0.00657355,0.00474723,0.00327326,0.00306306,0.00653884,0.00636953,0.0159707,0.0130384,0.00984544,0.00981894,0.029671,0.01219,0.00931832,0.00467252,0.0121953,0.00716188,0.0171913,0.0109152,0.0228113,0.0125797,0.0200286,0.0224337,0.0111058,0.0122779,0.0227986,0.0170356,0.0138128,0.0149483,0.0164647
31,0.00667829,0.0312867,0.0241435,0.00266666,0.0106975,0.0013042,0.00713801,0.00665039,0.00715829,0.0137718,0.0251713,0.0151739,0.00495711,0.00349453,0.00246399,0.00302604,0.00479641,0.00537067,0.0145028,0.0122341,0.00930648,0.00985619,0.0295875,0.0111176,0.00786032,0.00509775,0.0124057,0.00739368,0.017296,0.010997,0.0216811,0.0132213,0.0217466,0.0215516,0.0119396,0.0138414,0.0236995,0.0185875,0.0142642,0.0155431,0.0171669
32,0.00664903,0.0312171,0.0236047,0.00279388,0.0110935,0.0010971,0.00744397,0.00630056,0.00684888,0.0137375,0.0272795,0.0141303,0.0031023,0.00180285,0.00241823,0.00398355,0.00386245,0.0049235,0.0129292,0.011301,0.00874439,0.00999703,0.0298004,0.010419,0.00689771,0.00509987,0.0123012,0.00749163,0.0171851,0.010785,0.0206473,0.0143802,0.0218916,0.0205894,0.0123107,0.016134,0.0230918,0.0200632,0.0142877,0.0156634,0.0174226
33,0.00649633,0.0314073,0.0232848,0.00282986,0.011419,0.000892278,0.00784764,0.006154,0.00651683,0.0136984,0.0294365,0.0136636,0.00302821,0.00139938,0.00333002,0.00567299,0.00449641,0.00430157,0.011385,0.0103257,0.00831062,0.0102566,0.0302068,0.0101597,0.00714822,0.00483585,0.0119411,0.00746352,0.0169575,0.0104009,0.0194519,0.0159415,0.0203664,0.0191741,0.0118654,0.0189584,0.0220495,0.0211796,0.0139644,0.0153306,0.0173319
34,0.00622456,0.0317787,0.0230681,0.00354422,0.0105719,0.00063914,0.00826519,0.00618951,0.00620015,0.0136981,0.0316772,0.0137598,0.00533194,0.00244749,0.00433194,0.00803973,0.00710793,0.00446802,0.0102403,0.00944332,0.00816569,0.0106003,0.0307036,0.0101694,0.00817533,0.00458462,0.011409,0.00738383,0.0167561,0.010072,0.0174629,0.0177139,0.0180759,0.0173622,0.0108266,0.0212743,0.0216881,0.021856,0.0134704,0.0146903,0.0170787
35,0.00592508,0.0322543,0.0228773,0.00523359,0.0084268,0.000353703,0.00859904,0.00633704,0.00593103,0.0137428,0.0338323,0.0142408,0.00789,0.00401267,0.00518052,0.0110733,0.0117035,0.00786998,0.0098498,0.00875802,0.00833433,0.0109142,0.0311756,0.01022,0.00966785,0.00455695,0.0107877,0.00733625,0.0167011,0.0100364,0.0150902,0.0194319,0.0161804,0.0158959,0.00982221,0.0221639,0.02229,0.0220989,0.0130163,0.013938,0.0168428
36,0.0057266,0.0327548,0.0227101,0.00712406,0.00614532,0.000216769,0.00877156,0.00651504,0.00571287,0.0138125,0.0354379,0.0148714,0.00979669,0.00627781,0.00618128,0.0144048,0.0169962,0.012071,0.0101275,0.00835671,0.00865529,0.011046,0.0314932,0.0101821,0.0112879,0.00473643,0.010171,0.0073821,0.0168493,0.0104179,0.0133485,0.0207639,0.0149972,0.0151943,0.00918454,0.0216133,0.023272,0.0219939,0.0128194,0.0133264,0.0167602
37,0.00572007,0.0331972,0.0226174,0.00861227,0.00542529,0.000421869,0.00872673,0.00662659,0.00554067,0.0138795,0.0359655,0.0154283,0.0107593,0.00863191,0.00752288,0.0173239,0.0213782,0.0146849,0.0105338,0.00828866,0.00884714,0.0108445,0.0315493,0.0100688,0.0124452,0.0049084,0.00964498,0.00751135,0.0171489,0.0110795,0.012344,0.0214065,0.0140346,0.0147366,0.00872053,0.0206093,0.0239156,0.0216117,0.0130044,0.0131172,0.0168671
38,0.00588953,0.0334923,0.0226805,0.00948079,0.00657795,0.00076524,0.00841517,0.00656905,0.00543287,0.0139132,0.0352132,0.0157589,0.011002,0.0101483,0.00896246,0.0190726,0.0237427,0.0149372,0.0105246,0.00846661,0.00866686,0.0101974,0.0313169,0.010042,0.0127243,0.00489998,0.00925994,0.00764691,0.0174671,0.0117041,0.0112361,0.02119,0.0129115,0.0138762,0.00822848,0.0204501,0.0238568,0.020924,0.0135264,0.0134681,0.0170804
39,0.00612965,0.0336162,0.022939,0.00972941,0.00874334,0.00123172,0.00783519,0.00630452,0.00543592,0.0139227,0.0334654,0.0157772,0.011072,0.0103864,0.0101937,0.0191607,0.0236593,0.0134465,0.0101651,0.00867319,0.00806426,0.00908583,0.0308921,0.0103295,0.012186,0.00476643,0.00901923,0.00771749,0.0176619,0.0120121,0.00982083,0.0201191,0.011694,0.0126193,0.00765602,0.0214767,0.0230985,0.0199321,0.0141899,0.0142773,0.0172419
40,0.00636159,0.0336067,0.0233709,0.00945217,0.0110381,0.00174206,0.00700492,0.00585299,0.00560196,0.0139153,0.0313009,0.0154353,0.0111999,0.00967579,0.0109082,0.0175567,0.0212519,0.0114696,0.0106194,0.00869323,0.00715835,0.00755899,0.0304453,0.011006,0.0112064,0.00468473,0.00886295,0.00768004,0.0176198,0.0118533,0.00935485,0.0183257,0.0107433,0.0114185,0.0069477,0.0228909,0.0218365,0.0187611,0.0147136,0.0151568,0.0171415
41,0.00655996,0.0335544,0.0238966,0.00883885,0.0124132,0.00218347,0.00597529,0.00530298,0.00596009,0.0138953,0.0292043,0.0147043,0.0110197,0.00865557,0.0106933,0.0146614,0.0170556,0.00970825,0.0127709,0.00844364,0.00615359,0.0057394,0.0301391,0.0118386,0.010036,0.00478339,0.00872112,0.00756305,0.0172817,0.0112401,0.0110482,0.0160845,0.010174,0.0104981,0.00609376,0.0239379,0.0202372,0.0177434,0.0148494,0.0156774,0.0166102
42,0.00671699,0.0335559,0.024439,0.00819253,0.0122344,0.0024974,0.00483394,0.00477558,0.00648976,0.0138527,0.0274346,0.0136465,0.0101812,0.0079349,0.00927953,0.0112168,0.0121096,0.00787479,0.0150446,0.00798317,0.00524743,0.00381783,0.0300744,0.0122932,0.00855774,0.00504949,0.00857161,0.00748372,0.0166387,0.0102966,0.0139801,0.0137623,0.00956025,0.00959542,0.00523407,0.0245046,0.0183471,0.0173034,0.0144612,0.0155914,0.0156002
43,0.00677438,0.0336611,0.0249426,0.00792471,0.0109868,0.00267542,0.00373184,0.00438006,0.00713292,0.0137552,0.0263894,0.0125852,0.00910474,0.00880241,0.00701124,0.00812497,0.00804179,0.00582492,0.015408,0.00742863,0.00458088,0.00204007,0.0303507,0.0118148,0.0067196,0.0053706,0.00841523,0.00757455,0.0156855,0.0091858,0.0166528,0.0116575,0.00852328,0.00835754,0.0045899,0.0248928,0.0161463,0.0175349,0.0135363,0.0148913,0.0142057
44,0.00668075,0.0338477,0.0254384,0.00836558,0.0108093,0.00271461,0.00288461,0.004144,0.00783622,0.0135309,0.0266863,0.0121838,0.00886607,0.011234,0.00552126,0.00611404,0.00613962,0.00514044,0.0140313,0.00687709,0.00416265,0.00103989,0.0310697,0.0103962,0.00503355,0.00565779,0.00821428,0.00784593,0.0144135,0.00808278,0.0182804,0.0100061,0.00734859,0.00684587,0.00452571,0.0254045,0.0136035,0.017918,0.0121936,0.0137689,0.0126518
45,0.00647046,0.0340459,0.0260691,0.00949191,0.0133752,0.00265228,0.00257935,0.00399563,0.00859848,0.0131006,0.0280144,0.0129744,0.009413,0.0128358,0.00676348,0.0057542,0.00643358,0.00747782,0.0132638,0.00643012,0.00395897,0.0021088,0.0323002,0.00885987,0.00424508,0.00587017,0.00782347,0.00807663,0.0128308,0.00716251,0.0187667,0.00908574,0.0070602,0.00591332,0.00543476,0.0261083,0.0107049,0.0177857,0.0106986,0.0125025,0.0112662
46,0.00626348,0.0342197,0.0270389,0.0110613,0.0169988,0.00264884,0.00297427,0.00380859,0.00947846,0.0124717,0.0291066,0.014705,0.00919374,0.0124291,0.00884693,0.00733589,0.00991428,0.0107524,0.0135712,0.00639096,0.00425977,0.00400013,0.0339919,0.00810499,0.00412974,0.00594228,0.00702058,0.00791771,0.0110453,0.00660261,0.0184915,0.00911263,0.00852004,0.0069765,0.00714443,0.0269342,0.00789674,0.0170105,0.00949354,0.0113473,0.0104461
47,0.00612622,0.0344391,0.0284713,0.0127785,0.0195334,0.00289725,0.00387384,0.00350928,0.0105258,0.0118641,0.0294309,0.0166332,0.00727372,0.0116289,0.00951187,0.009782,0.0155888,0.0128152,0.0128293,0.0072945,0.00568511,0.00631909,0.0359359,0.00797319,0.0039483,0.00580899,0.00567749,0.0071521,0.00939417,0.00659429,0.0179977,0.0100528,0.0112737,0.0100086,0.00908308,0.0278739,0.0073938,0.0161348,0.00907856,0.0105284,0.010459
48,0.00612106,0.0348658,0.0302904,0.0142014,0.0202558,0.00341752,0.00492424,0.00313769,0.0116774,0.0116549,0.029445,0.0180589,0.00427519,0.012074,0.00836103,0.0117903,0.020636,0.0129365,0.0108964,0.00915059,0.00818945,0.00873501,0.0377339,0.00791416,0.00359437,0.00551403,0.00395646,0.00587052,0.00842672,0.00716898,0.0176687,0.0111859,0.0144715,0.0139023,0.0108243,0.028989,0.0109633,0.015802,0.00949262,0.0101353,0.0110794
49,0.00635097,0.0355849,0.0321919,0.0148193,0.019584,0.00401184,0.00578353,0.00278993,0.0127086,0.0120756,0.0292433,0.0184887,0.00303513,0.0122219,0.00652131,0.0131632,0.0234423,0.0126874,0.00992124,0.0111475,0.0109529,0.0106349,0.0389828,0.00794296,0.00331181,0.00521239,0.00232691,0.00438933,0.00841049,0.00803471,0.0176074,0.0114113,0.0176019,0.01783,0.0122678,0.0301859,0.0163262,0.0160362,0.0102567,0.0100219,0.0117448
50,0.00686577,0.0364983,0.033808,0.0143435,0.0184354,0.00449175,0.00619305,0.00246142,0.0133376,0.012923,0.0284368,0.0177325,0.00561791,0.0111311,0.00557026,0.0146834,0.0245194,0.0144572,0.0105396,0.0124299,0.0130334,0.0114723,0.0394709,0.00831222,0.00337637,0.00506206,0.00148726,0.00307186,0.00893146,0.00875664,0.0178609,0.01047,0.0204454,0.0213364,0.0135707,0.031051,0.0217028,0.0163791,0.010979,0.0099236,0.0120573
51,0.00752084,0.037397,0.0349071,0.0128927,0.0175941,0.00484025,0.00605951,0.00201576,0.0133975,0.0137098,0.0270906,0.0160405,0.00914601,0.0110392,0.0059735,0.0168651,0.0254612,0.0176498,0.0114892,0.0126026,0.0137893,0.0111296,0.0392643,0.00891759,0.00390301,0.00511371,0.00156063,0.00222945,0.00939028,0.00907526,0.0186249,0.00940375,0.0228807,0.0242707,0.0148488,0.0309624,0.0263427,0.016502,0.0115417,0.00972055,0.0119106
52,0.00819268,0.0381008,0.0354869,0.0109924,0.0173526,0.00515525,0.00548086,0.00134388,0.0129297,0.0140405,0.0257719,0.0141138,0.012627,0.013712,0.00735638,0.0192235,0.0267838,0.020645,0.012478,0.011771,0.0131288,0.00996227,0.0386442,0.00938227,0.00460017,0.00528334,0.001719,0.0020198,0.00951014,0.00907681,0.0200757,0.00924684,0.0246817,0.0266098,0.0159495,0.0294615,0.0299503,0.016335,0.0118745,0.00949488,0.0113586
53,0.00896148,0.0385475,0.0357174,0.00936753,0.0175656,0.00543019,0.0046645,0.000635336,0.0121363,0.013818,0.0249049,0.0127578,0.0153277,0.0172594,0.00904966,0.0209093,0.0276904,0.0230336,0.0136986,0.010365,0.0114744,0.0084858,0.0379532,0.00960323,0.00511375,0.00542988,0.00176782,0.00227738,0.0093411,0.00911544,0.0220497,0.00962297,0.0254847,0.028262,0.0166132,0.0266531,0.0324155,0.0158717,0.0118548,0.0093187,0.0105276
