Timestep,C7,CLAV,LACR,LAJC,LASH,LASI,LCAL,LEJC,LFAradius,LFAsuperior,LFAulna,LHJC,LKJC,LLEL,LLFC,LLMAL,LMEL,LMFC,LMMAL,LMT5,LPSH,LPSI,LSJC,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RAJC,RASH,RASI,RCAL,REJC,RFAradius,RFAsuperior,RFAulna,RHJC,RKJC,RLEL,RLFC,RLMAL,RMEL,RMFC,RMMAL,RMT5,RPSH,RPSI,RSJC,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
17,0.0136681,0.00567151,0.00880522,0.00275714,0.0151972,0.0148898,0.0156381,0.00161852,0.0111799,0.00175183,0.0076247,0.00256975,0.00105461,0.00805072,0.00523937,0.00774223,0.0074249,0.00659645,0.00614421,0.00464001,0.012612,0.00961185,0.00106459,0.00115409,0.00166067,0.00191617,0.00202409,0.00156879,0.0014354,0.000196048,0.000960416,0.000705185,0.000785688,0.00752955,0.00159721,0.009791,0.0212662,0.01436,0.00429641,0.00781533,0.00365929,0.0106516,0.00601824,0.0025924,0.00560887,0.00357192,0.00729748,0.010793,0.00802934,0.00636312,0.00485317,0.0153814,0.0111757,0.00622072,0.00224641,0.0020349,0.00195076,0.00371097,0.00215351,0.00182465,0.00212743,0.00569934,0.00459418,0.00485064
18,0.0136109,0.0057194,0.00875783,0.00271642,0.0151617,0.0146873,0.015587,0.00156187,0.0111356,0.00165701,0.00763662,0.00255109,0.0010156,0.00805067,0.00533844,0.00769506,0.00738914,0.00660182,0.00616012,0.00461788,0.0125742,0.00958857,0.000992829,0.00114549,0.00167133,0.00192053,0.00197002,0.00145013,0.00134264,0.000194077,0.000889346,0.000655654,0.000738123,0.00754132,0.00150422,0.00989138,0.0212022,0.0143164,0.00424649,0.00783137,0.00361644,0.0106339,0.00594391,0.00251625,0.00559009,0.00359642,0.00716655,0.0107689,0.00794566,0.00630018,0.00470751,0.0153243,0.0112044,0.00608816,0.00217831,0.00198516,0.00189185,0.00366286,0.00209041,0.00178752,0.00194776,0.00558069,0.00451706,0.00476529
19,0.0135461,0.00577333,0.00871108,0.00266576,0.0151318,0.014469,0.0155116,0.00150547,0.0110883,0.00155867,0.00765297,0.00254366,0.000956475,0.00804976,0.00545866,0.0076362,0.00735443,0.00662885,0.00616309,0.00459198,0.0125316,0.00956891,0.00091619,0.00112708,0.00167564,0.00192559,0.00192373,0.00133319,0.001255,0.000237225,0.000812013,0.000607614,0.000686918,0.00755331,0.00141292,0.00999227,0.0211378,0.0142633,0.00419493,0.00785081,0.00357004,0.0106135,0.00586253,0.00242226,0.00557262,0.00363978,0.00702411,0.0107433,0.0078676,0.00623078,0.00454402,0.0152671,0.0112465,0.00595239,0.00209811,0.00192949,0.00182698,0.00361916,0.00203301,0.0017615,0.00174675,0.00545957,0.00443846,0.00467827
20,0.0134771,0.00583113,0.00866347,0.0026053,0.0151054,0.0142384,0.0154069,0.00144816,0.0110387,0.00145455,0.00767189,0.00254777,0.000874387,0.008048,0.00560024,0.0075586,0.0073199,0.00668175,0.00614392,0.00455978,0.0124856,0.00955067,0.000836767,0.00109456,0.00167036,0.00193088,0.00188648,0.00122124,0.0011748,0.000310465,0.000729934,0.000560302,0.000633401,0.00756745,0.00133963,0.0100931,0.0210661,0.0142128,0.00413944,0.00787195,0.00351839,0.0105914,0.00577593,0.00233241,0.00555517,0.00368577,0.00688069,0.0107156,0.0077909,0.00616575,0.00436493,0.0152105,0.0112985,0.00581255,0.00202312,0.0018826,0.00177013,0.00357289,0.00197488,0.001738,0.00152776,0.00533452,0.00435575,0.00458771
21,0.0134071,0.00589115,0.00861419,0.00253712,0.0150798,0.0139961,0.0152799,0.0013912,0.0109881,0.00134463,0.0076911,0.00256324,0.000782425,0.00804588,0.00575817,0.00746332,0.00728564,0.00675888,0.00610206,0.00452223,0.0124388,0.00953451,0.000758176,0.00104904,0.0016554,0.00193687,0.00185967,0.00111897,0.00110673,0.000381371,0.000646557,0.000515746,0.000582108,0.00758469,0.00129271,0.0101947,0.0209796,0.0141693,0.00407492,0.00789743,0.00345727,0.0105648,0.00567784,0.00225676,0.00553665,0.0037268,0.0067437,0.0106832,0.00771355,0.00610997,0.0041794,0.0151539,0.0113584,0.0056664,0.00195991,0.00184912,0.00172532,0.00351663,0.00191012,0.00171225,0.00130359,0.00520247,0.00426422,0.00448944
22,0.0133376,0.00595299,0.00856373,0.00246627,0.0150533,0.0137429,0.0151474,0.00133729,0.0109386,0.00123134,0.00770893,0.00258905,0.000702984,0.00804351,0.00592883,0.00735048,0.00725301,0.00685416,0.00603951,0.00447169,0.0123934,0.00952366,0.000683914,0.00099476,0.00163192,0.00194548,0.00184502,0.00103433,0.00105854,0.000414296,0.000565344,0.000477481,0.000537688,0.00760449,0.00127037,0.0102986,0.0208747,0.0141299,0.00399772,0.00793152,0.00338383,0.0105297,0.0055597,0.00219497,0.00551717,0.00376202,0.00661547,0.0106441,0.00763739,0.00606229,0.00399823,0.0150953,0.0114253,0.00551211,0.00190753,0.00182597,0.00169009,0.00344465,0.00183791,0.0016843,0.0010902,0.00506123,0.00416088,0.00438048
23,0.0132675,0.00601763,0.00851408,0.00239888,0.0150265,0.0134802,0.0150233,0.00128905,0.0108923,0.00111843,0.00772439,0.00262429,0.000662456,0.00804085,0.00611042,0.00721854,0.00722352,0.0069608,0.00595881,0.00439519,0.0123508,0.00952231,0.000616952,0.00093657,0.00160071,0.00196022,0.001845,0.000976924,0.00103991,0.000389094,0.000489155,0.000449462,0.000503525,0.00762489,0.00126525,0.0104054,0.0207505,0.0140884,0.00390788,0.0079769,0.00329847,0.0104838,0.00541694,0.00214438,0.00549816,0.00379159,0.00649553,0.0105979,0.00756482,0.00601976,0.00382775,0.0150328,0.0114998,0.00534912,0.0018638,0.00180831,0.00166097,0.00335416,0.00176074,0.00165583,0.000900937,0.00491061,0.00404612,0.00426072
24,0.0131954,0.00608638,0.00846807,0.00233166,0.0150025,0.0132062,0.0148946,0.00124948,0.0108527,0.00101118,0.00773538,0.00267292,0.000684362,0.00803931,0.00630055,0.00707485,0.00719736,0.00707284,0.005868,0.00429851,0.0123103,0.00953371,0.000559592,0.00087503,0.00155945,0.00197629,0.00186632,0.000957009,0.00106223,0.000339929,0.000420135,0.000436203,0.000482315,0.00764402,0.00127036,0.0105137,0.0206034,0.0140394,0.00380827,0.00803449,0.00320361,0.0104264,0.005251,0.002102,0.00548164,0.00381743,0.00638231,0.0105455,0.00749683,0.00597877,0.00367126,0.0149662,0.0115822,0.00517919,0.00182572,0.00179189,0.00163424,0.00324767,0.0016822,0.00162954,0.000742656,0.00475296,0.00392307,0.00413292
25,0.0131197,0.0061617,0.00842933,0.00225055,0.0149875,0.0129183,0.0147307,0.00122263,0.0108261,0.000916455,0.00773675,0.00274254,0.000766554,0.0080431,0.00649052,0.00693588,0.00717219,0.00718014,0.00577782,0.00421085,0.0122695,0.00956168,0.00051319,0.0008083,0.00150433,0.00197785,0.00192022,0.000984412,0.00113636,0.000329149,0.00035923,0.000441888,0.000475973,0.00766008,0.0012835,0.0106204,0.0204264,0.0139843,0.00370164,0.00810315,0.00310183,0.0103588,0.00506477,0.00206485,0.00546864,0.00384288,0.00627202,0.0104883,0.00743211,0.00593681,0.00352765,0.0148967,0.0116745,0.00500437,0.00179119,0.00177585,0.00160882,0.00312933,0.00160479,0.00160775,0.000609329,0.00459076,0.00379455,0.0039998
26,0.0130382,0.0062462,0.00840034,0.00214431,0.0149868,0.0126186,0.0145274,0.00121084,0.0108181,0.00083973,0.00772344,0.00283762,0.00087811,0.00805591,0.00666981,0.00681422,0.00714524,0.00726714,0.00569557,0.00415679,0.0122259,0.00961058,0.000479062,0.000735327,0.00143285,0.00194893,0.00201553,0.00106258,0.00126453,0.000377635,0.000307088,0.000466217,0.000482894,0.0076722,0.00130707,0.0107235,0.0202131,0.0139298,0.00358848,0.008181,0.00299445,0.010283,0.00485615,0.00202923,0.00545905,0.0038726,0.0061621,0.0104269,0.00736852,0.00589469,0.00339294,0.0148249,0.0117788,0.00482531,0.00175929,0.0017616,0.00158663,0.00299972,0.00152989,0.00159032,0.000487573,0.00442477,0.00366109,0.0038621
27,0.0129513,0.00633962,0.00838058,0.00201127,0.0150006,0.0123131,0.0143087,0.00121397,0.0108307,0.000784219,0.007693,0.00295906,0.000989869,0.0080784,0.00683196,0.00671329,0.00711547,0.00732428,0.00562532,0.00414399,0.0121785,0.00968156,0.000460582,0.000656399,0.00134467,0.00188187,0.0021539,0.00118375,0.00143815,0.000455736,0.000269333,0.000506055,0.000500455,0.00768139,0.00133862,0.0108227,0.0199647,0.0138776,0.00346815,0.00826761,0.00288147,0.0101999,0.00462291,0.00199012,0.00545247,0.00391232,0.00605446,0.0103617,0.00730647,0.00585308,0.00326677,0.014752,0.0118953,0.00464304,0.00172625,0.00174629,0.0015652,0.00285975,0.00146156,0.00157689,0.000371929,0.00425578,0.0035226,0.00371995
28,0.0128592,0.00644106,0.00836916,0.00185927,0.0150271,0.012005,0.0140971,0.00122947,0.0108623,0.000749606,0.00764676,0.0031112,0.00108491,0.00811017,0.00696638,0.00663408,0.00708228,0.00736293,0.00557151,0.00417771,0.0121275,0.00977252,0.000461436,0.000580736,0.00125002,0.00178378,0.00233324,0.00133202,0.00164223,0.000565863,0.000258141,0.000558115,0.000528747,0.00768859,0.00137467,0.0109194,0.0196928,0.0138232,0.00334202,0.00836087,0.00276468,0.0101115,0.00437382,0.00195136,0.00544894,0.00396083,0.00594854,0.010294,0.00724604,0.00581115,0.00314495,0.0146783,0.0120247,0.00445803,0.00169242,0.00173075,0.00154279,0.00271658,0.00140584,0.00157074,0.000266258,0.00408444,0.00338033,0.00357426
29,0.0127625,0.0065497,0.008366,0.00170157,0.0150639,0.011693,0.0138924,0.00125199,0.0109067,0.000731011,0.00759039,0.00330098,0.00115936,0.00814929,0.0070646,0.00657267,0.00704602,0.00741304,0.00553487,0.00425791,0.0120743,0.00987961,0.000483432,0.000520868,0.00116596,0.00166899,0.00254956,0.00149231,0.00186146,0.000761112,0.000283332,0.00061795,0.000567767,0.00769366,0.00141758,0.0110154,0.0194119,0.013764,0.00321438,0.00845641,0.00264865,0.010022,0.00412634,0.00192628,0.00544918,0.00400965,0.00584151,0.0102257,0.00718591,0.00576946,0.00301938,0.0146033,0.0121678,0.00427038,0.00166579,0.00172382,0.0015242,0.00258114,0.00137032,0.00157752,0.000204805,0.00391167,0.00323759,0.00342741
30,0.0126624,0.0066627,0.00836922,0.00156166,0.0151052,0.0113822,0.0136617,0.00127236,0.0109542,0.000719149,0.00753358,0.00352371,0.00123124,0.00818871,0.00714102,0.006501,0.00701091,0.00749914,0.00549581,0.00434256,0.0120224,0.00999987,0.000523739,0.00049101,0.00110112,0.00155797,0.00278737,0.00164928,0.00207755,0.00102099,0.00033828,0.000677377,0.000612543,0.00769702,0.00147157,0.011113,0.0191304,0.0137022,0.00308743,0.00855341,0.00253525,0.00993225,0.00389158,0.00192181,0.00545597,0.00405349,0.00573442,0.0101562,0.00712653,0.0057299,0.002888,0.0145256,0.0123238,0.00407945,0.00165293,0.0017324,0.00151595,0.00245973,0.00136249,0.00159915,0.000251653,0.00373738,0.00309602,0.0032803
31,0.0125625,0.00677469,0.00837416,0.00145642,0.0151419,0.0110856,0.0133646,0.0012806,0.0109953,0.000704694,0.00748564,0.00376012,0.0013336,0.00821748,0.00722776,0.00637778,0.0069847,0.0076197,0.00542061,0.00435664,0.0119766,0.0101304,0.000572568,0.000512095,0.00104837,0.00147355,0.00302046,0.00178611,0.00227082,0.00122979,0.000403016,0.000726081,0.000653209,0.00770031,0.00153177,0.0112147,0.0188495,0.0136405,0.0029594,0.00865636,0.00242162,0.00983755,0.003668,0.00192732,0.0054732,0.00409793,0.00563436,0.0100819,0.00707158,0.00569275,0.00275905,0.0144441,0.0124863,0.00388486,0.00164802,0.00174965,0.00151493,0.00235168,0.00138511,0.00163032,0.000371406,0.00356085,0.00295448,0.00313184
32,0.0124653,0.00688221,0.00837905,0.00140034,0.0151703,0.0108173,0.0130352,0.00127351,0.0110285,0.000685208,0.00744772,0.00398737,0.00147668,0.00823066,0.00733816,0.00619139,0.0069717,0.00774754,0.00529392,0.00426657,0.0119399,0.0102693,0.000621211,0.000603392,0.00100818,0.00144495,0.0032282,0.00189601,0.00243212,0.00132955,0.000464156,0.00075985,0.000683901,0.00770356,0.00158868,0.0113196,0.018568,0.0135798,0.00282876,0.0087671,0.00230586,0.00973556,0.00345007,0.00192656,0.00550227,0.00415245,0.00554609,0.0100009,0.00702276,0.00565828,0.00263815,0.0143587,0.0126477,0.00368802,0.0016403,0.00176343,0.00151328,0.00225328,0.00143446,0.00166302,0.000506597,0.00338295,0.00281241,0.0029819
